,tweet_id,sentiment,text
25,5.23099232173957e+17,positive,Brilliant brilliant brilliant. Wondering what to do for Halloween? Lensa nails it. Friday Night
26,5.2297674816281e+17,positive,Just watched the whole 2nd season of AHS in less then 24 hours. I am not even ashamed.
27,5.2290503299671296e+17,neutral,"""Lax sesh tomorrow fr, need it"""
28,5.2105862775951e+17,positive,"""Blood moon returns early Wednesday, and this time it has bigger"
29,5.23095100373893e+17,neutral,Martinez confirms he is in the 18 for tomorrow. Ospina got banjaxed by that unpunished late foul against Galatasaray.
30,5.21791172701094e+17,positive,"""Football giants Leeds United take on Rotherham this Friday at 7:30, be sure to be here to watch it. No doubt it will be a classic. #lufc"""
31,5.2291814001632896e+17,neutral,[someone] I may or may not be watching Gilmore Girls just because you are in this episode.
32,5.23058491460944e+17,neutral,""""
33,5.2309878118600704e+17,negative,"""[someone] Trick or Treat: Wants Georgia voters to forget she is a Democrat and Sam Nunn's daughter until after Halloween, oops Nov 4"""
34,5.22949481697141e+17,positive,The #SacredHeartsAcademy Gala is on Friday evening!   Read about the Distinguished Alumnae:
35,5.2299646080437504e+17,negative,"""It may be because it is really late or because I have watched 40+ hours of Gilmore Girls, but I just cried way too much when Rory graduated..."""
36,5.1880680035611e+17,positive,[someone] you might enjoy these pics I took at Arsenal vs Galatasaray on Wed
37,5.22937786098528e+17,neutral,"""Georgetown may have Bill Clinton, but we have Twisty the Clown from American Horror Story #CUA #AHS"""
38,5.23075872233116e+17,positive,Hull City manager Steve Bruce says his side is hoping to benefit from a wounded Arsenal when they meet on Saturday. Despite the London te...
39,5.22547655797662e+17,positive,"""Received the Blood Moon image today, 16x24 matte paper, and it looks great! I may have found a new online vendor..."
40,5.22940417596478e+17,neutral,In one weeks time I managed to binge watch the entire 4th season of Gilmore Girls and write my Stress management plan/paper #Multitasker
41,5.22921926566888e+17,positive,"""[someone] I met you in LAX in august I have been trying to get a follow from you since I met you, follow me pls?"
42,5.23078153938698e+17,positive,"""Yeah - Friday!  Opportunities abound.  I have see the TOYOTA trucks with """"""""YO"""""""" on the tailgate.  Today I was a Mitsubishi that said """"""""t you  shi"""""""""""
43,5.21910173443428e+17,neutral,"""I want to hear the leak of Blood Moon already, but ima wait till I buy the cd tomorrow."""
44,5.21059663664906e+17,neutral,got me looking at this paper Mars rules Tuesday and its color is Red and nights ago it was  a Blood Moon now  checking date [someone]
45,5.21016739820094e+17,neutral,Convenient location to the Georgia Dome: This is our 2nd time staying at the Omni at CNN and both times we wer...
46,5.22650795867931e+17,positive,"""[someone] let us hope they beat Leeds United, are you going to the match tomorrow, COME ON you MILLERS!!! #rufc"""
47,5.2291224441876896e+17,negative,I keep thinking its going to be a green day tomorrow but then i remember that it will be a white day so i cry
48,5.2285519598297504e+17,positive,"""Flew out of Burbank for the 1st time. Mind blown. I am ruined! Sorry, LAX, we are breaking up. AND [someone] was on my flight. WIN!"""
49,5.22774763492868e+17,positive,In Arusha for tomorrow's annual Toyota cocktail and dinner at the HRC. Looking forward to seeing old friends and Toyota customers.
50,5.2309696317333504e+17,neutral,"""QWIK TIP: If you are sending Christmas gifts to deployed military, the cheapest/slowest route to APO/FPO means you must ship by Nov 8. #USPS"""
51,5.210401185144511e+17,neutral,"""Blood Moon: Blood Moons: Decoding the Imminent Heavenly Signs: The sun shall be turned into darkness, and the moon in"
52,5.2228799520312096e+17,neutral,After the Blood Moon comes the Pumpkin Sun
53,5.23004281981764e+17,neutral,"""Louis,Niall,Harry,Liam,Zayn auditioned as solo artists on The X Factor the boys became 1D and now their on their 4th album #MillionMemories"""
54,5.2309857945258e+17,positive,"""[someone] Halloween is a friday if that helps, so I will probably be going straight from Ayr after college XD"""
55,5.23101744650154e+17,positive,Arsenal: Ozil linked with shock rivals switch: Arsenal midfielder Mesut Ozil has emerged as a surprise January...
56,5.2042661013123104e+17,positive,Nollywood rising with October 1 Kunle Afolayan is the most important ambassador the Nigerian government does not...
57,5.22736188130869e+17,neutral,We have had a few home Leeds United tickets returned which are available on a 1st come 1st served basis to supporters on the database #RUFC
58,5.22905204379755e+17,neutral,Anyone want to watch American Horror Story with me? I am on the 9th episode of the 1st season
59,5.23086503082488e+17,positive,Not forgetting England's biggest football club and everyone's favourite 2nd team Leeds United take on Rotherham at 7:30 tonight
60,5.230989676056449e+17,negative,"""If she handles blood samples in a way that she could get ebola, she should probably get tested for HepC instead."
61,5.22954308623798e+17,neutral,"""[someone] Can I please have a follow, I need someone to obsess with over AHS by Wednesday"""
62,5.199646387806209e+17,neutral,Is the news about Netflix and Kunle Afolayan's October 1 true?
63,5.18902244541227e+17,negative,"""Funny how Arsenal fans were all appalled by the Galatasaray fans behaviour Wednesday yet, today they did the exact same thing #ArsenalLogic"""
64,5.23053123213218e+17,positive,guysss is it true that selena's album is going to be released on november 24th omggg
65,5.2308022982556896e+17,positive,Jermaine Pennant scored a hat-trick in the 1st match of Arsenal's 49 match unbeaten run. Perhaps even more unbelievable than the run itself.
66,5.2299714216908e+17,positive,[someone]: Selena's album is coming out November 24th &amp; it is called 'For You' it will include 2 new songs &amp; 4 old [someone] we poor
67,5.1996493147172096e+17,neutral,[someone]: Is the news about Netflix and Kunle Afolayan's October 1 true? Wooaaah did dey say Netflix bought it?
68,5.2287984856638304e+17,neutral,I just had a dance party by myself to green day while my roommate just sat there minding her own business. We are on that level now.
69,5.23071234377282e+17,neutral,AHS still has me dreaming of clowns...it has Friday
70,5.2143234155874304e+17,positive,Some electro glam rock to get you through Monday. Apes &amp; Androids: Blood Moon
71,5.2306441083567296e+17,positive,Is it true that Selena's new album comes out on November 24th!!!!!! I cannot wait
72,5.2309598151745504e+17,positive,[someone] 12 days of Christmas! On the 8th day it has to be [someone] new choc stars!
73,5.230965671723009e+17,negative,My mama paying for that dumb ass hulu shxt she may as well get netflix.
74,5.229430972072671e+17,neutral,Just realized that I attributed what is my age again to green day on monday when it is obvi blink 182. This is what sobriety does to a woman.
75,5.19572874147803e+17,positive,"""So far, everyone who has seen Kunle Afolayan's """"""""October 1"""""""" has said the same thing: GO SEE IT!"""
76,5.23101968089494e+17,positive,"""[someone] Aside going to the hockey viewing partying tonight, I am going to my aunt &amp; uncle's early Halloween party tomorrow night. :)"""
77,5.2310017343909504e+17,positive,We will cap our fall season with the Halloween game on Sunday at 1pm!
78,5.213550417943231e+17,neutral,"""My Sun, Jonathan Major just called me from the Georgia Dome, the Miles College Band will be performing there..."
79,5.23100178317074e+17,positive,FYI Friday! Halloween is right around the corner! Keep your pets safe with these helpful tips from ASPCA....
80,5.22786809592709e+17,positive,Wear your most verdacious attire with pride tomorrow - celebrate Go Green Day #gogreenday
81,5.2269097013216096e+17,neutral,"""[someone] Arsenal v Leeds United, 30 January 1982. Vaessen scored the winning goal 1-0."
82,5.2296012068343e+17,negative,Kobe Bryant smiling as he re-enters the game with the Lakers losing 91-63 in the 4th quarter. Probably insanity settling in.
83,5.22967838378574e+17,neutral,"""#Baltimore #Job 2nd Shift Operations Leader - Baltimore PDC at Toyota (Baltimore, MD): Toyota (NYSE:TM), the w..."
84,5.22468788491797e+17,neutral,FAV this and wait for it: Prandelli will leave if Galatasaray will lose against Fenerbahce this saturday.
85,5.2133360952622304e+17,neutral,"""Here's the full game story, in which #ArkSt's Blake Anderson entered the Georgia Dome concerned about focus. ($)"
86,5.2042688285324896e+17,positive,"""Sunday in Atlanta, Ga catch me at the Georgia Dome... I will be live and turnt in that bitch! Hahaha ready to #Riseup"""
87,5.1994680485165504e+17,positive,"""Kunle Afolayan did a good job with """"""""October 1st """""""""""
88,5.23081783886504e+17,neutral,Selena's greatest hits album is set to come out November 24th and it is called 'For You'.
89,5.23100519532085e+17,neutral,There have been ZERO cases of ebola in the whole of Nigeria for well over a month yet someone died of ebola last FRIDAY in Texas
90,5.2310129378801696e+17,neutral,it is the FINAL day to get your #tickets for our Annual Gala on Sat.! Join us &amp; follow along online with #RethinkingHunger #nyc...
91,5.229707613726431e+17,positive,"""Gala [someone] Sunday Oct 19 7-10,Great food, drink, music, people! tickets:"
92,5.19728133386154e+17,neutral,"""When was it released?""""""""[someone]: Omg. October 1 is out???? Produced by kunle Afolayan :::??"""
93,5.22888416317301e+17,positive,Toyota hybrids alias heavy demand credits-grease the palm in front of january 1st: MeKupvjcm
94,5.230779122293151e+17,negative,[someone] [someone] I may have been watching old episodes on Netflix as we endure the never ending wait for it to be released !
95,5.22503433320804e+17,positive,"""New event! Join us Nov 6 in Atlanta, GA to learn more about #IBM PureApplication Systems &amp; tour the Georgia Dome."
96,5.23081121849164e+17,negative,we are playing Hull tomorrow and Arsenal have not put a picture of the FA Cup on the programme cover. Chance missed.
97,5.2267067144562304e+17,neutral,it is almost time for the new FT50 to reveal itself. We launch the new car tomorrow at Toyota Racing New Zealand....
98,5.230591963347231e+17,positive,The 2nd season of Arrow is on Netflix now though! Time to binge watch it.
99,5.23101194966012e+17,neutral,Ebola nurse may have been sick before taking the plane
100,5.22932052828508e+17,neutral,"""#Kobe #NBA #Lakers Kobe Bryant, Lakers to make preseason returns Monday vs. Denver Nuggets"
101,5.22769601642254e+17,neutral,Toyota hybrids but keep busy credits-buy up in the past december 1st: vmplplfDr
102,5.2296783064426496e+17,neutral,"""#Job #Baltimore 2nd Shift Operations Leader - Baltimore PDC at Toyota (Baltimore, MD): Toyota (NYSE:TM), the w..."
103,5.2308819664597e+17,neutral,"""For the first time in about 4 months, I am spending my friday night at home watching netflix and not wearing pants"""
104,5.22924124914856e+17,positive,"""3 years ago tomorrow I was on my way to Forres for the first time to meet Liam's family, so many memories are flooding back aw aw aw!"""
105,5.23096430551253e+17,positive,"""[someone] Its been a good year for you """"""""[someone]: Every episode of Friends is coming to Netflix on January 1st"
106,5.2308250936227e+17,neutral,I will just stay in &amp; watch Netflix &amp; then just go out tomorrow.
107,5.22424817249956e+17,positive,"""[someone] Brian McDermott say """"""""there is never a bad day when your in charge of Leeds United"""""""" on soccer sat! #worstdayofmylife"""
108,5.22942525683032e+17,positive,the thing I am most jealous of ab Miley is that she got rapped ab by Jay...nearly marrying Liam is a close 2nd
109,5.23092398180536e+17,positive,G oh d I am going to get my daughter tomorrow we going shopping I miss my baby plus Christmas coming up I have stuff to get together
110,5.22806824542954e+17,neutral,"""[Peter sat up and jumped out of the Toyota, meeting [someone] at the entrance.]"""
111,5.2310002368983904e+17,neutral,"""On October 17, 1963 the #Beatles recorded audio for The Beatles' Christmas Record."
112,5.2308082225424e+17,positive,Thank god PL football is back tomorrow. Cannot wait for the Arsenal game even if we are playing with a fraud defence
113,5.2294144906389504e+17,positive,"""How to get over a breakup: Watch Gilmore Girls. After Lorelai's 2nd or 3rd breakup, you are good to go. #breakupcure #GilmoreGirlsOnNetflix"""
114,5.23098869291184e+17,positive,Girls Frosh Volleyball hosts Alton Freshman Invitational tonight and tomorrow at AHS.  Play begins at 4:30pm this afternoon.  Go Redbirds!!!
115,5.2308691130950496e+17,neutral,"""With Arsenal in the middle of a major injury crisis, who could they sign in January?"
116,5.2282661698118496e+17,negative,I just sat here and watch [someone]  snap about Kobe Bryant  I am too done [someone]  should know better
117,5.230925414415809e+17,positive,Such a lovely table decoration for a special night!!! May you smell Christmas??
118,5.22893407409029e+17,neutral,"""picking up my rolldawg from LAX tonight, &amp; then taking my manager to LAX tomorrow..my car has TAXI on it !? LOL #truehomie #imtherealMVP"""
119,5.230008122643871e+17,neutral,"""Selena' new album will be released on 24 November. Information goes, that his title will """"""""For you""""""""."
120,5.20444447264236e+17,positive,Nollywood rising with October 1: Kunle Afolayan is the most important ambassador the Nigerian government does ...
121,5.22900832426422e+17,positive,by [someone] Southwest 737-8H4 getting ready to fire up its CFM56's. I am so excited about going to LAX saturday...
122,5.20001584298996e+17,neutral,[someone] Welbeck 2nd goal vs Galatasaray had that been RVP do you think he gets away?
123,5.22935640124842e+17,positive,I think I will do a Niall spam now but that will be the last one for tonight I will continue with Liam and Zayn tomorrow #EMABiggestFans1D
124,5.23099670214898e+17,negative,[someone]  Shutup you fat inbred hypocritical slut. I hope you and everyone who works for the sun get Ebola. You fat pig.
125,5.2306118010209504e+17,neutral,Join Toyota at iGEM this Sunday. On display is the Concept Car FT-Bh. Want to know more? Click here:
126,5.23082563942748e+17,neutral,Steve Bruce will overlook his returning internationals if they show signs of fatigue ahead of Hull City's clash with Arsenal on Saturday.
127,5.2281406232619e+17,neutral,Going in at five tomorrow morning just for an hour earlier finish. Things I do for Leeds United... and my liver.
128,5.230969883555391e+17,negative,if Selena will release the single next Monday with Taylor's new song she can kiss #1 on iTunes goodbye
129,5.22959383459029e+17,positive,I love how my tweet about the game tomorrow is now being retweeted/Favorited by a bunch of AHS students and even a SCHS student #EAGLENATION
130,5.21702104965317e+17,negative,[someone] agreed. But another SEC loss makes it awfully hard for the Tigers to play in the Georgia Dome on Dec. 6. Two more: lights out
131,5.23097120606552e+17,neutral,"""Aaand [someone] is 1st to break the seal on Christmas marketing this year. Should have guessed from the ppl who brought you """"""""cyber monday"""""""""""
132,5.23088418864386e+17,negative,Arsenal's season is a mess. they are losing the battle for their favourite 4th place position
133,5.19643916086178e+17,positive,"""October 1, well directed, superbly short, excellent costuming, good acting, edge of the seat plot... A must see. big kudos to Kunle Afolayan"""
134,5.229503882498049e+17,positive,Special gala at work tomorrow. going to be a busy day... #timetosleep
135,5.2309907331051904e+17,neutral,going down to SG on 31st................Scape has a Halloween event on that day..  ....halloween..
136,5.23076102202602e+17,negative,[someone] still havnt got my 6months netflix subscription from the 28th of august....
137,5.21019255811088e+17,positive,[someone] Big brother 9th! you going to check out that Bears vs. Falcons game down there in the Georgia Dome 2morrow in Atlanta? #DABEARS
138,5.23079858994156e+17,negative,"""OMG #mufc play on monday night football,  times makes me kill my self right now..  f*** off you liverpool, City, Arsenal and Chelsea"""
139,5.20988247351382e+17,neutral,"""Blood Moon: Blood Moons: Decoding the Imminent Heavenly Signs: """"""""The sun shall be turned into darkness, and the moon i"
140,5.22946925591802e+17,positive,i am so excited for tomorrow's gala its going to be awesome like everyone are going to be dressed super chic i feel like an adult
141,5.23060959842038e+17,positive,[someone]: Every episode of Friends is coming to Netflix on January 1st
142,5.23101886015365e+17,positive,Some Halloween makeup I did this morning. can you guess what character? Happy Friday you all!
143,5.2295990757465696e+17,negative,"""Down 27, why not bring Kobe Bryant and Carlos Boozer for the 4th quarter. Why not."""
144,5.21512971831226e+17,neutral,After the Blood Moon comes the Pumpkin Sun
145,5.23082814925722e+17,positive,[someone]: Selena's greatest hits album is set to come out November 24th and it is called 'For You'. I SCREAMED
146,5.1917323225218304e+17,positive,"""In October 1, Kunle Afolayan delivered what is arguably the best film out of Nollywood yet."""
147,5.22641828521456e+17,negative,"""But with poverty defenders, midfielders from Galatasaray and Olympiakos and a captain that works as cancer in your team, you may expect to"""
148,5.23054066507604e+17,positive,"""Black Friday week is going to be crazy. Iggy, Nicki, 1D, Selena, Eminem and I know I am forgetting someone ???"""
149,5.23056723691446e+17,neutral,i think I am going to spend the rest of my friday night watching netflix
150,5.228837190159649e+17,positive,At midnight on a Friday night I just realised Melissa McCarthy is the adorable friend on Gilmore Girls...mind blown.
151,5.22902188662592e+17,neutral,"""References 3.   Just the Facts June 25, 1961 Ref 3"
152,5.202181848429e+17,positive,Come and watch the future Bees this Saturday as the Youth Team take on Leeds United at Jersey Road at 11am.  Then...
153,5.23028281423962e+17,neutral,"""Selena's greatest hits album is set to come out November 24th, &amp; it is called 'For You' it will include 2 new songs &amp; 4 old songs she is done."""
154,5.18220514138268e+17,neutral,The Coast Guard has ended its search for a third man who was on a boat that sank near the entrance to the Sakonnet River on Thursday night.
155,5.22979431267451e+17,negative,Still have not watched the 2nd episode of AHS yet dear lord
156,5.2309314836996896e+17,positive,Such a lovely table decoration for a special night!!! May you smell Christmas??  #London #HR #jobs #recruiter
157,5.23098227504325e+17,negative,"""Aside from the CL final of 05, the 07 game against Arsenal, 2nd leg was the most stressful game I can think of"""
158,5.20491197312533e+17,neutral,"""[someone] looks like we may sell Borg to either Fenerbahce, Galatasaray, or Besiktas they are all interested knowing that if he"""
159,5.2024822989275104e+17,neutral,#Millwall fan group's campaign to end the voucher scheme for trip to Leeds United in February - see tomorrow's South London Press
160,5.22960140652544e+17,negative,"""February 8th: Cleveland 147, Los Angeles Lakers 79. Kobe Bryant looked angry a LOT in this game and Byron Scott started weeping in the third"""
161,5.22978506654122e+17,positive,"""[someone] I could prattle on about 90s music all night long. Radio Head, Weezer, Green Day, Stone Temple Pilots, the Offspring, 3rd Eye Blind"""
162,5.22892172677612e+17,negative,I may or may not have been watching Gilmore Girls for the past 3 hours. I may also have burnt all the water out of my pot of carrots. #ooops
163,5.22926909496517e+17,positive,Why am I only just watching [someone] 25th anniversary Gala now? cannot wait to come back to the uk to watch it again in the new year!!!
164,5.23098439060836e+17,positive,"""on the bright side, if Selena's greatest hits album thing is actually coming out on November 24th, I already know what to ask for my bday"""
165,5.23100351650492e+17,neutral,"""In an exclusive extract from Amy Lawrences new book, Invincible, the Arsenal manager talks about "
166,5.22267916817818e+17,positive,"""LOOK: Move over Blood Moon, here's the Pumpkin Sun"
167,5.2299176320448096e+17,positive,"""em so excited for tomorrow, gala with friends after exam. whoop!"""
168,5.22652384489509e+17,neutral,#ThrowbackThursday: our weekly dive into the Toyota archives: Every Thursday we take a look ...
169,5.23068810513744e+17,negative,if twaimz vines himself dropping ass to the AHS freakshow song every Wednesday I am content
170,5.2309545198658e+17,neutral,[someone] May get a visit just after Christmas as I have more free time. Take care.
171,5.19934521513624e+17,neutral,Leeds United take to the field against Valletta of Malta in Uefa Cup 1st Rnd 1st Leg 19/9/1979!!!
172,5.2079079182474496e+17,positive,"""[someone] Also he """"""""Won"""""""" his 1st World Heavyweight Championship with some assistance from [someone] in the Georgia Dome."""
173,5.231006280554911e+17,negative,"""Why your hospital may be unable to stop spread the spread of Ebola, by Ray Kurzweil ttp://t.co/2LUAxlADpN"""
174,5.2298245544453696e+17,positive,"""If this is where they are today, if this is how much he loves Louis right now, then Liam cannot even imagine how good tomorrow will feel."""
175,5.2308741609817696e+17,neutral,Arsenal defensive crisis: Seven players that Arsene Wenger might turn to during the January transfer window
176,5.22837628052181e+17,neutral,From my recently viewed list I can see my Dad watched the entire 1st season of Gilmore Girls on Netflix yesterday #Dale
177,5.23057801774789e+17,positive,Tomorrow is going to be an epic day of football for a few reasons... Firstly because of Galatasaray vs Fenerbahce!
178,5.19543223849456e+17,neutral,[someone]  1st i was fishing 2nd i was talking about the Galatasaray game
179,5.22965643482894e+17,neutral,Insomniac was the first Green Day album i heard... '95? i think. i was in 7th grade...
180,5.20281009439662e+17,positive,"""I just finished watching the movie October 1st, a Kunkle Afolayan's movie  Fanstatic performances by veterans..."
181,5.23100522677404e+17,positive,"""We do not just celebrate Halloween on Friday the 31st, we celebrate it ALL WEEKEND! 4 nights of frightfully good..."
182,5.23038926781416e+17,neutral,Tomorrow's plan: Climbing with Liam. Homemade mini pizzas for lunch. Hangs with Janet &amp; Dani. Dinner &amp; movie with Liam. Then The Following.
183,5.230708864891e+17,positive,"""My obsession with American horror story is real , I may be in love with tate."""
184,5.2276673780922e+17,positive,Happy Thursday! Northshore Toyota has tons of cars in stock with your name on them! Come on by! #CovingtonLA #cardealership #Toyotacars
185,5.2309616084492704e+17,negative,Why the retail industry may struggle to deliver this Christmas: Vehicle fleets under pressure:
186,5.229062979400831e+17,negative,Tonight may be the night when I finally expose myself to the Gilmore Girls hysteria
187,5.23058472821486e+17,neutral,"""American Horror Story's third season is out on Monday, so here's a photo of the Blu-ray. #WhyDidItHaveToBeSnakes"
188,5.203341975718751e+17,positive,who is ready to rise up with Jett and I this sunday? #riseup @ Atlanta Falcons At Georgia Dome
189,5.2302355984561e+17,positive,Hopefully catching up with Liam and Cleo tomorrow!!
190,5.230592492542689e+17,negative,"""[someone] I think it may have been subbed by Bates. """"""""Conor Heffernan discusses the bizzare world of Leeds United owner Massimo Cellini"""""""""""
191,5.23029790933402e+17,neutral,"""Selena's greatest hits album is set to come out November 24th, &amp; it is called 'For You' it will include 2 new..."
192,5.230901401144769e+17,positive,[someone] May the gods be praised. I love Netflix.
193,5.229430664084929e+17,positive,"""#MercedesBenz Ptbo will be completely transformed Nov 1, do not miss out on the Gala of the season! #PancreaticCancer #leaveyourwalletathome"""
194,5.22986214844936e+17,positive,"""Kobe Bryant looked like his old self against the Jazz during a 119-86 loss on Thursday, making 10-of-23 from the field and 7-of-13 fr..."""
195,5.229518792409791e+17,positive,"""[someone] I miss you too! I will be at SU sunday to watch the lax game, come with me!!!"""
196,5.21401898658955e+17,negative,If I wanted to see a Falcons game I would go to the Georgia Dome. America's Team should be on television every Sunday.
197,5.23089030704296e+17,neutral,Today is Friday which means that I am 8 hours away from spending the next two days watching Netflix in my PJs.
198,5.22878121272283e+17,positive,"""I have been watching that American Horror Story, only on the 2nd season but it is really quite good.  Definitely my kind of show."""
199,5.2298467601773e+17,positive,they do not have the 2nd episode of AHS on demand so I am going to watch the 1st episode again. lmao
200,5.22943990564258e+17,neutral,"""[someone] I am not sure what the protocol would be, given airport security, etc, but you make the arrangements at LAX and I will go TOMORROW."""
201,5.23000212290146e+17,negative,Why oh why did I drink three cups of coffee to stay up binge watching Gilmore Girls when I have to be at the gym tomorrow at 10:30
202,5.22959224469742e+17,negative,[someone] Did you watch the 1st episode of American Horror Story yet so you can understand why I refuse to watch the rest of it ?!?!?
203,5.23098767592284e+17,positive,HALLOWEEN TREATS &amp; PRIZES from 27th October - 2nd November Kids get free halloween nail art &amp; sweet with every...
204,5.23098614571467e+17,neutral,"""Make plans now to join us in December for Christmas concerts in North Carolina, Maryland and Florida.  Share the..."
205,5.22994114329973e+17,neutral,Toyota townace-wed on the ex parte lever pertinent to toyota: cEhOd
206,5.23098856184382e+17,negative,"""Obama is a ditherer. (Or you can call him a deep thinker. Both correct.) But for the love of Ebola, DO SOMETHING."
207,5.23087770794082e+17,positive,10/17 is today right? you all know that means it is my boy Liam's 2nd birthday. Gotta blast the Bricksquad music for young BRICKSQUAD.
208,5.20426647707992e+17,positive,Nollywood rising with October 1  Kunle Afolayan is the most important ambassador the Nigerian government does no...
209,5.2293425847495104e+17,neutral,[someone] I am taking my uncle to LAX tomorrow and cannot decide if I want to go there or Dunkin Donuts after I trip him off lol.
210,5.2280119972123904e+17,positive,Looking forward to the Leeds United game tomorrow on Sky sports at 7:30
211,5.208947019906049e+17,neutral,"""Emile Garuba joins Michaela and Jerrilyn in-studio on the #EntertainmentShow to review Kunle Afolayan's latest film, October 1."""
212,5.23086293115626e+17,neutral,The color Orange is 50/50 in my mind. 1st the good: Orangutans &amp; the Netflix show. Now the awful: Boehner's face &amp; Trump's hair.
213,5.23093230142124e+17,positive,Hnng Pokemon ORAS came out. I told Michael to get it for me for Christmas. I may save him the $30 and buy it sooner ;-;
214,5.23097666235142e+17,neutral,So apparently I am going to Brookie's Halloween party tomorrow....
215,5.22977591104664e+17,positive,Just watched the whole 2nd season of AHS in less than 24 hours. I am not even ashamed.
216,5.215427469105151e+17,positive,Movie review: October 1 is a shining example of #Nollywood rising  Kunle Afolayan is the most important ambassad...
217,5.2301464452571104e+17,neutral,"""Liam and Woody on set of #ByWayofHelena at Florewood State Park in Greenwood, the october 14th."
218,5.22938990270644e+17,positive,alright that was the last one for tonight I promise I will do Zayn and Liam spams tomorrow. keep voting! #EMABiggestFans1D
219,5.23061071645798e+17,neutral,"""I am 20, it is Friday and the only thing I have got to look forward to today is going on Netflix and watching season 2 ep 9 of gossip girl #trap"""
220,5.23038676792914e+17,positive,"""Tomorrow night we will be at The Jolly Miller, Fareham and unless you want to miss out on one of Liam's famous..."
221,5.22804978596184e+17,positive,Kobe Bryant ranked at number 40? #NBARank hope he  proves this ranking wrong. Lots of respect for him! One more reason to wait for Oct 28th.
222,5.230985838729791e+17,negative,Happy Friday: A health worker who may have had contact with Ebola is on a frigging cruise ship
223,5.2276909445023296e+17,positive,I remember in 6th grade when I was in love with Green Day and my mama bought me like all their albums lol she was the real MVP
224,5.22998404876894e+17,positive,Sat behind [someone] on the flight to LAX tonight. Go Buffs!
225,5.21058799751148e+17,positive,"""Blood moon returns early Wednesday, and this time it has bigger"
226,5.22907021599724e+17,positive,"""Chris Hemsworth at LAX, October 15  in MY house??? on thIS day??????????????????"""
227,5.2308223887621696e+17,neutral,"""Selena's greatest hits album is set to come out November 24th and its called """"""""For You"""""""". Then she is signed with Interscope Record (finally!)"""
228,5.22763245900562e+17,positive,"""#boldindenver I may be biased,  but I think Toyota makes the best vehicles.  I have driven lots but for the money...  #toyotawins"""
229,5.21638876729717e+17,positive,"""Am telin you""""""""[someone]: Kunle Afolayan is under-rated aswear down! October 1 is the movie to watch. #MadeOfBlack"""""""""""
