tweet_id,sentiment,text
263281866856088000,positive,"Tomorrow shall consist of watching Will Ferrell films with my fave people and Chinese food, sweet."
261978292612121000,neutral,"Yeah.. You know just sitting around by myself listening to Avril Lavigne, typical Friday night."
261587085977338000,neutral,"[someone] [someone] D, you're the closest source btwn fans & team. BTW heard cards may sign Billy Cundiff. Any truth?! #snarklife"
262068536187433000,positive,"[someone] And the same station that will air new episodes of COUGAR TOWN in January! [someone] has been good to us, Jordan. #PennyCan"
264215390773727000,neutral,Alex Poythress had 11 points and 7 rebounds in his debut with Kentucky during an exhibition game on Thursday. He played 28 minutes.
245461530206933000,positive,I think I may have a heart attack for Jason Wu's new collection. So Charlotte Rampling in the Night 
263391524769899000,neutral,If I can get my equipment working correctly we will have a live show on Friday at 6 pm CST with contactee Ray...
260248287255343000,positive,Amazing concert tonight with Jim White and the TCU Jazz Ensemble/Faculty Jazz Combo!  Don't miss tomorrow night...
256984347935142000,neutral,"#Nationals 9th Inning had that ""4th Quarter #Redskins"" feel, didn't it?  Coulda swore I saw Cundiff shank one from the mound."
264150962204193000,positive,Why would you still wear shorts when it's this cold?!  I love how Britain see's a bit of sun and they're like 'OOOH LET'S STRIP!'
264087252299297000,neutral,.[someone] You mentioned on Monday that you would be releasing Colorado and Nevada numbers on Wednesday; were those polls abandoned?
256416307182985000,positive,Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to...
259452211883569000,neutral,JACKALS GOAL! Jimmy Martin sneaks a rebound past Killeen to give Elmira a 2-1 lead. Bushee & Bellamy with the assists.1:09 left 2nd period
263732569508553000,positive,Kick-off your weekend with service! EV!'s Get on the Bus trip to the Boys & Girls Club is Friday from 3-6! Hope to see you there :)
264222052129575000,positive,"[someone] Lmfao alright u got me there. Good job Parker and the spurs, see y'all jan 9th. If I get an extra ticket to that game ur goin"
213342054351258000,negative,Desperation Day (February 13th)  the most well known day in all mens life.
255190216795640000,neutral,[someone] We have a similar circumstance in Australia. Jan 25 is Australia Day & many First peoples call it Invasion Day.
264135339327767000,neutral,paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is...
263079812954993000,neutral,"#web Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday replaced the heads of ..."
262311130586817000,positive,"You two may fight like cats and dogs, but you're completely head over heels for each other. You two are like Allie and Noah in The Notebook."
264088457490604000,negative,"""[someone]: Damn next Saturday tho"" Niggas was trynna get shit over with #early"
263132960507703000,neutral,and the 4th one is for Harry Styles!! <33333
264229531773178000,neutral,"this guy so much like bruno mars, it's crazy. he may be his long lost twin."
259022549604790000,neutral,"Blog Post: MTV's ""Teen Mom 2"" Returns for an Intense Third Season with Chelsea, Jenelle, Kailyn and Leah on Monday,..."
253050608322503000,neutral,The Business Leader's Award ceremony will be held during the [someone] annual meeting in Davos on the  25 January 2013!
262999273275261000,positive,[someone] Hi Elif  Greetings from USA midwest  How is school going?  Happy Turkish Republic Day!  I can't wait for Nov 8 #NewGlee Yes!
263919760503362000,positive,Hoping to look FIT tomorrow on the Jeremy Kyle show #ITVFashion
264203403473850000,neutral,[someone] me you and joe gone chill Saturday of i come tho
264242024453112000,negative,"""Obma fails 2unite us, he divides us by sex, color,party,age, wealth Nevada's 1st Latino governor votes early for Romney, predicts GOP win"""
256787668367704000,positive,Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle...
264187448853152000,neutral,"Calling all voters, I'm calling on Nevada,Florida,Ohio,Tuesday night is the night u guys will i repeat will shine for the president lets go!"
263865575313383000,neutral,We tallied up the votes and are announcing the winners for Calling All Communities! Tune in
259224351478522000,neutral,It's Radio 1 Rocks next -  week starting off with a Live lounge on [someone]'s show with Bullet for my Valentine on Monday
246760239221858000,positive,Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c:
262862262270820000,neutral,[someone] im just a 19 year old still on loan for the 3rd time at coventry 79 overall hopefully when i return bale will still be ther
263494063251141000,negative,"Halloween may be the second worst holiday, right after valentine's day"
264084352340742000,positive,PUMPED to open the season tomorrow night against Georgetown!  Women's Preview:
264160761117553000,negative,Just found a piece of candy that may have been injected with something. #Why
263319006063260000,neutral,Apple shakeup Mobile software boss eased out: Apple Inc. CEO Tim Cook on Monday pushed out the powerful head of the company&#039;s mo...
263799123847807000,neutral,"Somehow I managed to ""lose"" my princess leia bra on Saturday. I'm going to Noel Gallagher as ""Glock at Phish"" ie jorts&tank. [someone]"
263924763423035000,neutral,"[someone] I may relent and get one myself, but I hope it doesn't come to that. Hopefully all the decent apps will get ported to android"
264183514176553000,neutral,"Android 4.2 Camera app with Photo Sphere now available for Galaxy Nexus: Introduced on Monday, Android 4.2 bring..."
262575945741914000,positive,"SAEED: #NowPlaying: BEP, Ricky Martin and KT Tunstall! Great songs to get you through your Sunday! Hate the rain!!"
263921038352581000,neutral,"[someone]. [someone]. [someone]. Nope, it's just Camden, eating Greek food with a pumpkin... Just another Wednesday."
263730342454772000,neutral,Are you ready to shop The New Collection from H&M tomorrow?? The Grey Concept from H&M
263748118091276000,neutral,"FAQ: What is 'skeuomorphic design' and the executive shakeup at Apple: SAN FRANCISCO, CA - MARCH 07:  Apple CEO ..."
263651627372778000,neutral,Fact of the day; Halloween night is Papa John's second busiest night of the year behind Super Bowl Sunday.
264225809655534000,positive,[someone] No one can hold a candle to queen coco. If she's still doing shows in August for my wedding we HAVE to go!!!
257369508086424000,positive,Omg. Ricky Martin may be gay but he is one fine ass gay man.
264249493787136000,positive,[someone] the Clippers are playing the Cavaliers on Monday and are having a night to honor Israel! :) wish you were in LA STILL.
263115779204076000,positive,On the bright side tomorrow's CHOCOLATE DAY #getexcited
261845689280102000,positive,Um I just learned that Sunday is NATIONAL CHOCOLATE DAY. I'm totally taking advantage of that.
261688724017009000,neutral,"To all 90's ladies, see you on 15th Dec - Axl Rose. [someone] [someone] [someone] (teaser biar gak kecewa)"
261434845773828000,negative,"Noel Gallagher: ""Musicians are fucking idiots."" - Yeah, Brian May - he's an idiot... an idiot who just so happens to be a professor?"
252798281413968000,neutral,Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday.
264182638816920000,positive,"[someone] Hell yea lmfaoo , & see you tomorrow Asia baby (;"
264138191030874000,neutral,[someone] I wanted you to know that here in Argentina is going to make a directioner fest 10 November te Amo TE AMO te amo!
263864248952836000,neutral,"Its November already.. Christmas will be here soon, then New Year, then Valentine's day then GRADUATION?!?!"
263972222677418000,positive,#NowPlaying Michael Jackson - She's Out of My Life (Live At Wembley July 16.
263867263474598000,negative,Niggas be on the LAKERS DICK...we still gon finish damn near first seed...while yo team be struggling for the 8th spot
240553933116944000,positive,"[someone] [someone] OCTOBER  people have principles..& argue passionately for them, about them & ACT on them.  Ghandi, Sadat, ADT, me!"
261642731477168000,positive,[someone] amber fantastic news!!! We will reunite with Barbara and jenelle on November 21st when teen mom 2 premieres!!
262661737994670000,neutral,I need another Viv necklace... May buy myself one for Valentines day #nojoke
246320271248744000,positive,"I'm in the bathroom bumping ""Niggas In Paris"" Crunk ass hell like it's my 1st time hearing it this song will never get old lol"
255690502970671000,neutral,"Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself."
258695108529119000,positive,"Welcome Nick J! :"") ""[someone]""  In Manila! So excited for the show on Friday."
261632295520334000,neutral,Battle for the 17th banner: Royal Rumble basketball edition
263513324912796000,positive,no matter what anyone says...Ray Lewis may be the best defensive player to ever play the game. Hes got heart and hes got anger.
261184553337631000,positive,"4th Album out #RED, #20MillionSwifties, 6 Grammy Awards, 10 AMAs, 13 BMI Awards! Reigning Entertainer of the Year ACM!  #6YearsTaylorSwift"
226474708487533000,neutral,"Smooches from Fido: Yea or Nay? - July 6th was International Kissing Day (of the human sort). Later in the month, Ca..."
247183266782790000,positive,It's midnight on the east coast which means its [someone] birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! <333
251742524601926000,negative,Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the company's error-ridden new mobile map...
261706811453887000,neutral,Monta Ellis / Ellis provided just five points on 2-of-13 shooting Thursday
258989036205662000,neutral,"When I teach a basketball in my own school, we're gonna spend the 1st day watching Larry Bird videos, & the rest will take care of itself."
264084748345963000,neutral,AT&T offers free cloud storage for iOS and Android AT&T on Thursday announced a new service it calls AT&T Locker th...
263794433596723000,positive,We are here [someone] for our 12th Anniversary celebration.  You still have time to make it - 6620 S. King Dr
237571817550787000,neutral,[someone] I told you Shane would get his 5th-star on Rivals before Signing Day. [someone]
263449315350032000,neutral,[someone] Mitch are you free on Sunday to bale leaves for an hour?  If not no big deal  you can have them for animals
260270126576837000,neutral,"[someone] [someone] [someone] [someone] [someone] me heart will explode, i need some new about avril's 4th album"
252330752665076000,positive,Love how I skipped every category of the NTA's besides the soaps. Couldn't give half a fuck if everything else went off the air tomorrow.
263610933568500000,negative,[someone] [someone] Was in on sat and they only had the Ray Lewis home jersey.  They didn't have a lot either.
262903244886508000,neutral,New York Giants: Game-by-Game Predictions for the 2nd Half of the Season
264240983032615000,neutral,C'mon c'mon does sound like Queen's we will rock you somehow...
250929234997039000,neutral,"Mashed out to ""Niggas In Paris"" in the club while in Paris... as cliche as it may sound. #WeOutHere"
264055660864487000,neutral,Pick the Chelsea team to play Swansea - Chelsea's focus now turns back to the Premier League and on Saturday we make...
247772918384321000,neutral,[someone] I just had a look and it seems Nash to Davos is a done deal along with Joe Thornton. I may have to pay a visit...
254032799680590000,positive,My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear
262206571201823000,positive,"[someone] Wow! you're also a percy jackson fan! :-) The 4th book of Heroes of Olympus will be entitled ""House of Hades"" [someone]"
264143294903247000,negative,Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. #AFRICA
263247166582174000,negative,[someone]  The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. #legend
226238092191875000,negative,"OBVIOUSLY, i am not a fan of Dream High 2 and i haven't even watched it! well, i watched the 1st ep,that's where i heard that song!^^"
258887925075411000,positive,"Black History Fact: Marsalis is the 1st and only artist to win both classical and jazz Grammy Awards in one year, and to repeat the next yr"
263530816162902000,positive,Watching David Letterman with no audience but playing like they are still there is the 2nd most brilliant thing I've seen tonight.
246588959247974000,neutral,Gov. Mitch Daniels will announce his Indiana Supreme Court pick at 10 a.m. Will the 3rd time be the charm for a female member of the panel?
263526095821890000,neutral,Goodnight everyone!!! Talk to you all tomorrow :D I shall leave you with Harry Styles -A
263753326422807000,neutral,"Most common nights to order pizza: NYE, Jan 1, day before Thanksgiving, Super Bowl Sunday, Halloween."
257865075933729000,positive,The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by [someone]!
264244214248919000,negative,listening to Kendrick Lamar.....I don't even want to get a hair cut tomorrow!!!
262380235985658000,neutral,"HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN, Oct 28: A senior commander of the Islamic Revolution Gu..."
263740861031010000,neutral,HT: Norwich 0-0 #Spurs. We've edged the 1st half without creating any clear cut chances. Bale's had a couple of decent long range efforts.
264226988879934000,positive,"Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. #HighHopes"
254600864868749000,positive,Breezin' won the Best Pop Instrumental Performance at the 19th Grammy Awards
248234871238038000,neutral,"""Pacino is going to play Joe Paterno.  This is the 2nd time he has starred in a film, that has the line 'say hello to my little friend""- SNL"
264161130585399000,negative,Not wearing make up to Dublin tomorrow until I'm getting ready for the party. Help.
263953741877764000,neutral,Snow may fall for parts of CNY the next few days. Find out where the best chances will be at 6:42 am on TV & online:
263803288074478000,neutral,It seem like Austin Rivers is tryin to had to get a bucket. I feel em tho my 1st game in the league I was trying hard too
204001339599106000,neutral,Cofield draws leadoff walk in top 4th. Zaharion at the plate.
257332145687786000,neutral,"[someone] aww my celebrity day is this thursday also, going as Jennifer Hudson though :)"
264235642039456000,positive,[someone] I MISS YOU AND I BETTER GET A JUGE KISS AND HUG TOMORROW NIGHT (because you WILL BE at joe's :))
264177327490073000,negative,"Took me ten clicks to figure out where to early vote in Colorado. That site doesn't say what you need to bring. C'mon, [someone]"
263976883354481000,neutral,Sat down to watch Michael Jackson this is it on DVD xx
256395784038277000,neutral,"On the set of the Axis of the Nigerian Economy, airing every tuesday 8:30pm on NTA international (DSTV)"
261769579544584000,positive,"Text from my dad: ""you like Charles Dickens"" 1) obvs looking at my amazon wish list (too late for Sunday) 2) why th surprise?!"
264167430564237000,negative,Upset alert in ACC men's soccer: #1 Maryland down 4-2 to Wake Forest late in the 2nd...AND down a man after an earlier red card.
262627821908816000,negative,really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd #BiasPrick
258836119532229000,neutral,"I may have missed out seeing Noel Fielding and Rich Fulcher today, but I did just see Tom Tilley! #samsimmons"
264259489627251000,negative,Thankfully he's in Germany now. And comes home in January. Still dangerous though.
258625516481954000,positive,Looper was amazing!!! Now to the theatre to see Simon Callow's 'The Mystery of Charles Dickens' ...loving my Wednesday off work :-)
222345601793278000,positive,"If you're an October baby, then Happy Valentine's Day to your folks ... They have an annual memory"
255848522581164000,neutral,"Negros and nigglettes, all who would like to attend the a$ap rocky concert on  November 17th at starland lemme know tickets are only 25"
264105390818619000,positive,"Wish Maddie luck next saturday, she has a solo audition for Britain's Got Talent! :) ~ Ellie xxxxx"
263660551836668000,neutral,"#NFL Victor Cruz went public this month with his desire for a new contract. On Tuesday, the Giants rec..."
241225651074527000,neutral,% of Joe Pa masks at Penn State Sat? Or will PSU by allow then in the stadium? Is it bad to wear it? [someone]
256018140318822000,negative,[someone] that's crazy. I'm more jealous of u going to Joe Pa's grave! I was sad Saturday when I walked past where the statue should be:(
263362769011749000,positive,"Mizzou commemorates its win over Kentucky with a T-shirt. No, really. | Dr. Saturday - Yahoo! Sports"
227577801526616000,neutral,Who should The Rock face for the WWE Title at the Royal Rumble? I just voted #rockpunk would be a 1st to see
260036217008185000,neutral,[someone] lol that was our only year we may have had a chance at the Superbowl. Now we must wait until Nick Foley
263706155778441000,neutral,[someone] Thinking a bolt action .30-06 may have to be in the cards for Valentine's Day or something.
223045564571460000,positive,Happy Valentine's Day!!! [someone]: Everyday is the 14th!
251954639119974000,neutral,I have to finish reading Paterno by tomorrow so I can watch football Sunday and Monday and prepare for the #NBA2k13 release #120pagesleft
263961750142063000,neutral,[someone] it may be Indian time tonite Becky :-) xx
263704789186118000,positive,Just watched The Campaign with Will Ferrell and Zack Galafianakis... Good fun for a Wednesday. #Hilarious
262778055402091000,neutral,[someone] Season ends with Superbowl in first week of February.
260799759097422000,neutral,[someone] Your review reminded me I still need 2 read the very 1st Percy Jackson book! Heroes of Olympus is an offshoot series from it?
260949777687118000,neutral,Crazy I was in a meeting with an old NBA player that was picked 3rd before Larry Bird
264209699732349000,negative,This Sunday New York Giants are going down. #Steelers
245532165637546000,negative,"As an introduction to Literature we wrote about The Woman In Black, not something I particulalry want to read, may just cry #ShitMyself"
264060311764619000,neutral,"""[someone]: [someone] I did, the other new is in today, northern lights......"" I get payed tomorrow!"
264202743877616000,neutral,"Just finished rehearsing with [someone] - we are ready for the Kendrick Lamar show tomorrow, shout outs to WVU..."
262834360129036000,neutral,"I posted 12 photos on Facebook in the album ""Super Sunday wid Shobhit Bhatia......"""
264215340576285000,neutral,"I been watching ""All-Access Kentucky"" every wed and it has been making me like these young dudes on Kentucky."
247539282468803000,positive,"""Nick J all day"" and ""#30"" on my powder puff pants. Looks like I'm gonna be a stud tomorrow under the lights. [someone] [someone]"
254902867566162000,negative,Roy ... just go ... you're a bigger embarassment than Capello and McClaren ...
263098506644955000,neutral,"##$$## Black Friday Deals Nikon D3200 24.2 Megapixels Digital SLR Camera with 18-55mm NIKKOR VR Lens, Black & Nikon ..."
228956189000598000,positive,"Han mon dieu le remix de I am the best dans Dream High 2, je meurs XDDD"
264203931645776000,neutral,"You do not want to miss this tomorrow night.  RJ is moving to Maryland soon, and we have a truly epic set planned..."
260920467324555000,neutral,Don't forget Mitch Daniels is going to be on Steven Colbert's show Thursday.  Think this will come up as a topic?
264204783974490000,positive,"""[someone]: Mane I gotta see that Denzel movie tomorrow! Shit look like its gone be a good one""ditto. Im going to try to go tomorrow"
264127995424424000,neutral,[someone]: I would think you would do that if you are running for POTUS. It may be part of your job someday.
258779389985174000,neutral,"Grammy and Caleb going Freeport tomorrow chalee,"
263398004801798000,neutral,[someone] But how you gon handle it if you are announcing ON SUPER BOWL SUNDAY?!! You might put that gold back in yo grill.
263953846492095000,neutral,[someone] I have plans to go to CVS before work today and get something.  That may be what I get. I'm going to quarantine myself today
252650346873246000,neutral,iPhone 5: Apple CEO pledges to improve new map app: Apple CEO Tim Cook apologized on Friday for the company's er...
262497514995978000,neutral,"Full Moon:Oct 29th. You can read more if you have your Sun Sign in Libra, Scorpio, Sag, Cap, Aqua or Pisces"
256787832453079000,neutral,"Drew Peterson may be convicted, but there is still conflict going on"
264067944458371000,neutral,[someone] Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.
263918513083781000,negative,"With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget 2nd place."
262954361427223000,negative,"Police, protesters clash at Republic Day march in Turkey: On a day marking the 89th anniversary of the founding ..."
263664302882443000,positive,I will be participating in a Google+ Hangout with [someone] tomorrow!  I'm SUPER excited! Check it out:
264074076706984000,negative,[someone] why do you think Murray may leave? No way a team drafts him before the 5th or 6th round!
263795814470664000,positive,"Aww love you Austin Rivers and happy to see you get start in 1st NBA game...but it's against my boys, LETS GO SPURS! #Spurs #NBA"
246566185292927000,neutral,[someone] I've paid a few quid for a Jim White record if I recall correctly but I'm not in the biz so i may well be missing the point.
260851260956221000,positive,[someone] mines personal thinking Tebow is better then Flacco. I don't care how bad he played Sunday
263646437458453000,positive,[someone] [someone] another center? Gagner is a good cheap 2nd line option that we can afford and keep the kids.
264187997887541000,negative,[someone] I'm still shaking my head at that decision and that the Heat & Knick are actually playing tomorrow at MSG.
264174898807718000,negative,"the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina"
264245625682555000,positive,Wish I could make that trip to Athens on Tuesday [someone]
263186967615906000,neutral,"Apple software, retail chiefs out in overhaul: SAN FRANCISCO (Reuters) - Apple Inc CEO Tim Cook on Monday pushed out the powerful hea..."
257772423926137000,positive,i want to watch The Grey... for the 16th time.
256416307182985000,neutral,Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to...
262953053659996000,neutral,I'm hosting the Day party @ Spartacus Friday From 2-6 and then @ Spy in Raleigh that night!
263701469289644000,neutral,"""Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in NY with their game against the Steelers on Sunday"""
225956951136293000,neutral,[someone] the McCormick Place....rite here by the hyatt hotel on like 23rd nd King Dr.
256340930414645000,positive,"Fabio Capello: ""From what I've seen these days I can assure you Russia are capable of getting a good result vs Portugal tomorrow"". #cantwait"
264139268249764000,neutral,[someone] not necessarily. In Nevada it may help Obama because its one less vote for Romney. But I know what you mean hah.
264230079494771000,negative,"Parker, Leonard steal OKC's thunder: Ninety minutes before tipoff Thursday night at the AT&T Center, Oklahoma Ci..."
237235329806004000,positive,[someone] I really do hope they finish the trade by Tuesday or Wednesday. Gagner is a real solid player and could help the sabres
263191065086018000,positive,After watching the campaign again I have realized that Step Brothers is still the funniest Will Ferrell movie but this one is in 2nd place
