,tweet_id,sentiment,text
74,640749097029255000,positive,Jk may have found a way to record! #UntilDawn using just the #PS4! Way to go Sony you are winning. Hope it works out
75,640749596336095000,positive,"SONY: War Room, the faith-based movie, led the domestic box office over the U.S. Labor Day holiday weekend in its 2nd week in the cinemas"
76,640774100919554000,negative,"I got no love for Sony. They can disappear tomorrow,someone else would just replace them and try harder for consumers. [someone]"
77,640864171203015000,neutral,"Football world cup qualifier 2018  Iran vs India  Watch it live on Sony six September 8 , 7 pm #BleedBlue #letsfootball  Support Indian team"
78,640912226497393000,positive,"Sony Pictures Last Monday, Sony Pictures released the first theatrical trailer for Concussion, the studio's..."
79,641119538277405000,positive,Sony's Project Morpheus Review: A Virtual Reality Headset that May Change the Future of Gaming ...
80,641146360356545000,negative,[someone] For any info you would need to contact Sony. Apologies for any inconvenience this may have caused ^AI
81,641154359292785000,negative,Still waiting for my phone to come back from Sony..bit lost without it. Hopefully back up by Thursday. Last upload was from my PC.
82,641158545228980000,positive,Tomorrow Morning it will be USA vs Brazil live on Sony Six HD at 6 AM . #BRAvUSA #USAvBRA
83,641163114801599000,positive,#Sony Sony Xperia Z5 Premium news: Sony may have found a solution for the overheating Snapdragon 810: ...
84,641170873962009000,positive,[someone] It is Deepika for Tamasha :) not sony he he he...may be Sony is  one of the brand partners
85,641265496109785000,neutral,final vid going up tomorrow most likely. depends on when i can get sony vegas back. just going to be my 4 fav clips with a simple edit.
86,641292853927354000,neutral,"Sam Smith to sing title song for ""Spectre"" the new James Bond film, Sony confirms. Song out 9-25; movie on Nov. 6."
87,641296016788996000,positive,It would be poetic if Nintendo became a Sony 2nd Party Developer. It would also make choosing consoles every generation very easy
88,641330259644785000,positive,"What if tomorrow Apple is just like, ""the Apple TV is now a game console and we are going to take on Sony and Microsoft (and Nintendo)"" lol."
89,641355475611554000,neutral,[someone] Sony said 1hr 15m unless they got it wrong? Idk I will double check with them tomorrow
90,641372765568811000,positive,Sony's 20th Anniversary sale going on now 
91,641374857356268000,positive,[someone] [someone] [someone] MS is using the strategy that Sony used last gen/spend more on 1st party nd less on marketing deal
92,641388155275362000,positive,PS4 Firmware 3.0
93,641404549484274000,neutral,Hmmm.  Diablo III Ultimate Evil edition is on sale for Sony's 20th Anniversary.  But do not know anyone playing on PS4 to make it seem worth
94,641518156855378000,negative,"PSN is down for some users, not all. No prior warning from Sony either - can you sign in right now? RT."
95,641560678696882000,positive,Sony and Zeiss showdown! Announcement on Friday 11 is not just about camcorder and Otus!
96,641639801871970000,positive,"20 years ago today, Sony released the 1st Playstation in the states. We are feeling pretty old in the van today."
97,641658506362249000,neutral,#tv Sony taunts Apple with 'game on' message on PlayStation's 20th anniversary: Sony has also taken noti...
98,641658799892230000,positive,Sony's 20th anniversary for the classic PlayStation! :D #20YearsOfPlay
99,641673714619273000,neutral,Apple and Microsoft the 1st pairing in Tech Bastards cinematic universe. Stay till after the credits to see them eating shawarma with Sony.
100,640720177919828000,positive,"Tearing through the blu-ray of Star Wars: Rebels. Screw Force Friday, it is Force Everyday!"
101,640723876402434000,positive,"It may have been our trip to Disney and the release of all the new #starwars stuff, but Jose and I are totally in a Star Wars mood"
102,640730331910312000,positive,This girl all over me because I am watching Star Wars for the 1st time... #OnlyInLA
103,640731368222122000,positive,Dad went into my room and saw me watching Star Wars. Dad: I will get you the whole saga... And may the force be with you. he is the best &lt;3
104,640733634899501000,positive,Force Friday: Hear new Star Wars villain Kylo Ren's voice for the first time ... - Digital Spy UK
105,640747308192150000,positive,I have practice tomorrow but all I want to do is watch Star Wars. #starwars #thestruggle
106,640750947946246000,positive,"Playing Star Wars Monopoly listening the ""Star Wars - Imperial March"" best mood ever"
107,640771948377735000,positive,the force is strong in my family. Star Wars. the force awakens. December my people. #ijustnerdedsohardmyglassesbroke
108,640780161554752000,neutral,Here's what [someone] gets wrong about Star Wars toys and right about Force Friday
109,640812312094315000,positive,All the existing Star Wars movies are finally being made available as legitimate digital downloads beginning April 10.
110,640824468806349000,neutral,"[someone] Um... I do not know how familiar you are with Star Wars, but I was at the shops on Saturday and it was EVERYWHERE."
111,640838335188103000,positive,We are launching #MayTheForceFacts on a Monday! Every Monday at 12pm for the rest of the year get interesting facts about Star Wars!
112,640858069161898000,positive,"Spend a few minutes this morning with one of the loveliest people in the whole Star Wars family, Anthony Daniels:"
113,640858420476641000,positive,[someone] it ends with Star Wars in December
114,640873454422594000,positive,I am going to Target today solely to look at Star Wars toys. I missed Force Friday due to filming.
115,640874503262863000,positive,"Star Wars sale at Games Republic, up to 75% off! May the savings be with you."
116,640904197165199000,positive,"Sat in the Hard Rock Cafe, with my new Star Wars T-Shirt on, and apparently, I JUST missed George Lucas by a minute... No words"
117,640912711447114000,positive,New on Ebay!Star Wars in the USA STAR WARS 30TH ANNIVERSARY SAGA LEGENDS R2-D2 FIGURE
118,640922342533693000,positive,"[someone] Was it expensive? I am curious bc I know my brother LOVES collecting toys and he loves STAR WARS, his bday is in November"
119,640924984001430000,positive,Brian C. Eury want to go see Star Wars at midnight in December when it comes out and wear one of these?
120,640942957563093000,neutral,"If you are married to someone who does not like Star Wars, may divorce be with you."
121,640946794923446000,negative,Everyone should most definitely not go watch Star Wars on December 18th because it will be a terrible movie
122,640972274917581000,positive,"Just in: Star Wars fanatics now have a new social media site to interact with each other, called ForceBook, may the source be with you. ;)"
123,640976599907635000,positive,[someone] not about that but there'll be many more things you will get excited about Star Wars coming out in Japan before Dec 18.
124,640983469707928000,positive,They have Star Wars crocs....I may or may get them tonight
125,641012095601873000,neutral,Did Disney make back 3/4 of the $4 billion it paid for Lucasfilms?  Force Friday: $3b in Star Wars merchandise sales
126,641020758437831000,positive,Hot Wheels takes over NYC with a fleet of Star Wars First Order Stormtrooper vehicles to celebrate Force Friday
127,641029007765578000,positive,"Since Star Wars is coming this December, I guess fans should take a moment to appreciate it :)..."
128,641045779419804000,positive,Why you are never too old for Star Wars.  May the force be with you!
129,641065980580495000,positive,college apps or Star Wars for the 2nd time today? You already know
130,641067009313079000,positive,"#IAmAChristianBut I use Star Wars, Star Trek, Lord of the Rings or a cheesy 80s movie reference in almost every Sunday School lesson."
131,641081239831712000,positive,I cannot stop watching Star Wars videos on YouTube. I just need December to come now!
132,641118745851744000,positive,"Going to read some of the next book, Smuggler's Run, before going to sleep. I may be reading too much Star Wars..."
133,641126573492556000,neutral,In the mood to watch Star Wars but it is like 2 and I have class tomorrow
134,641137115577885000,positive,The Force Awakens: Shoppers strike back as Star Wars mania returns
135,641146368078168000,positive,I have not told anyone but I bought about $30 in Star Wars merch on force Friday and I am proud of it
136,641146612010611000,positive,Star Wars is now out a day early on the 17th? *Rushes to book an extra days annual leave* #100DaysToGo #StarWarsTheForceAwakens
137,641151539822793000,positive,Shop the Orange Tuesday Flash Sale for the Best Halloween Costumes: Star Wars - Ewok Infant / Toddler Costume ...
138,641163697709261000,negative,[someone] I have had problems with my email and have not received any information for Saturday's Star Wars secret cinema. Can you resend?
139,641170452686238000,neutral,Chris just said he likes Star Wars more than me. If I was not so relaxed that may have been a big argument haha
140,641171546581652000,positive,"it is official, Star Wars to be released in the UK on the 17th of December."
141,641178228099412000,positive,"December 18th is my last day of undergrad, and the day that Sisters and Star Wars is released. It will be a great day."
142,641182264655655000,positive,[someone] love it. :) I think my students may be a little over my Star Wars excitement at present. Heh heh
143,641190959947096000,positive,UK will get Star Wars on the 17th December a day before the U.S. Glad I did not put that holiday in  For it yesterday :D
144,641195314309939000,neutral,Who is watching Star Wars Episode 7 with me at the Waterloo IMAX on Dec 17th?
145,641203385505591000,positive,"Star Wars is coming to the UK on December 17 - IN YOUR FACE, AMERICA!"
146,641205515947786000,neutral,"[someone] December 17th is the day for Star Wars , most anticipated film of the year??"
147,641221882155541000,positive,My Science Fiction page
148,641225246385816000,positive,AMAZING Millennium Falcon Drone by Air Hogs! Force Friday! Star Wars Episode 7: Force Awakens News want want want
149,641253126582866000,neutral,2nd graders in front of bus playing with Star Wars toys humming the theme song v loud
150,641256829557862000,positive,YES! Star Wars to be screened in the UK a day early - now December 17th! One day closer to The Force Awakens! :-D
151,641257504685621000,positive,Some great pictures emerging from the Force Friday event for Star Wars!
152,641257894600577000,positive,"I was about to say, UK better not get Star Wars a week early. But they are not. 17th is thursday. We get mad shows on Thursday's now anyways!"
153,641258012158526000,positive,"Last Friday was #ForceFriday and this Wednesday the ""Journey to Star Wars: The Force Awakens"" continues with..."
154,641263243827225000,positive,Star Wars to come to UK a day early - so its countdown from 100 days today! 
155,641268074797236000,positive,Whenever I am thinking about negative bs...I remember Star Wars Episode 7 comes out in December...lol we just gotta make till Christmas dawg
156,641268234482618000,positive,"Big week in the House of Flo: 1st day of Kindergarten, 1st day of preschool, son turns 6 &amp; gets to watch Star Wars, &amp; a Birthday party!"
157,641273037040525000,positive,[someone] #competition for a chance to #win new Star Wars episode 7 Puzzle just RT&amp;FLW ends Tuesday 08/09/15 6pm #ForceFriday
158,641277159290614000,positive,"The fact that ROWYSO started on Star Wars day May the 4th be with you, wherever you are #ROWYSOrememberallthememories"
159,641294071328191000,positive,I need somebody to have a Star Wars marathon with before December!
160,641297149033087000,positive,The new Star Wars film will be released here a day before the US. The Force Awakens is out on the 17th of December.
161,641298353570075000,positive,"Star Wars released a day earlier in the UK,Thursday Dec 17th... Tomorrow,days will be booked off work for this day long remembered."
162,641302529997992000,positive,[someone] I think the expectations are so low in Avatar land it may be a sleeper. Star Wars land is going to be tough to do right.
163,641306217764287000,positive,"Letting your professors know not to schedule a final on December 17th and 18th because that is the Star Wars premiere....Yeah, I am that kid"
164,641308893625352000,negative,"#ForceFriday as a whole was pretty disappointing. Not sure who dropped the ball - retailers, Hasbro, or Disney. it is Star Wars! C'mon!"
165,641315202269618000,positive,Toy collectors &amp; Star Wars Fans may the force guide you to my store to find the Droid you are looking for! #BB8
166,641316732846608000,positive,New #StarWars comic out tomorrow: Journey to Star Wars: the Force Awakens: Shattered Empire &amp; Darth Vader
167,641332062667059000,positive,Disney whips Star Wars fans into frenzy with 'Force Friday' event
168,641346758929285000,positive,[someone] [someone] what Star Wars game released on Force Friday are you most interested in?
169,641348425867399000,positive,"[someone] btw, did you see that Star Wars is now out on the 17th dec?"
170,641351361079042000,neutral,"Thursday, September 10th, is Star Wars Reads Day! Check out our display of Star Wars titles on the main floor!"
171,641354519209644000,negative,"[someone] I give zero shits about Star Wars, and I am only mildly excited by Bond films. Will I be seeing you on RHAP tomorrow?!"
172,641366359960515000,neutral,Collector's Corner:  Star Wars Force Friday Special Edition: Let us guide you through the galaxy of Star Wars ...
173,641369044411658000,positive,can it be December 18th already? I just want to watch Star Wars: The Force Awakens
174,641374748388270000,positive,4 yr old who attended Saturday's Star Wars event came in today to tell me he made 4 new friends that day. #childrenslibrarian #lovemyjob
175,641388572805829000,positive,December 16 &amp; 17 will be the best two consecutive days ever. NXT Takeover live in London and then Star Wars
176,641397972731740000,positive,there is not really anyone I know irl that gets passionate enough about Star Wars I need to find new friends before dec 18th
177,641411277118509000,positive,"Finishing Jurassic park for like the 100th time tomorrow. Film class is going to have a lot of reruns for me. All the batman films, Star Wars.."
178,641411331699028000,positive,"""Did you know Star Wars is coming out with a new movie in December?!?!"" - third grade boy"
179,641413877121446000,positive,"[someone] 1978. I missed Star Wars and Saturday Night Fever but made it in time for Grease, so there is that."
180,641414501326266000,neutral,Who wants to go see Star Wars ep 7 with me in December?
181,641418485952746000,positive,Why is it the Imperial March from Star Wars is playing I am my head while I think about a new episode of #inkmaster tonight?? Lol
182,641420654244315000,neutral,I have a Star Wars themed birthday party this Saturday. But here's the downside..
183,641424954131632000,positive,"When we go over expectations, I make it fun with Star Wars-- the Jedi Code of Conduct."
184,641443222317744000,positive,Just discovered the complete first season of Star Wars rebels is available for free On Demand. Tomorrow's work day just got AWESOME.
185,641445550911414000,neutral,[someone] I also cross trade for huddle and bunt. I may quit Star Wars and want to cross trade. do not want to be suspended again. Thoughts?
186,641471359801946000,positive,Can December 17th get here any faster? I want to watch Star Wars already
187,641475013250429000,positive,"[someone] Nothing wrong with that. I was in 4th grade when Episode I was released. I had seen the OT before, but TPM is my Star Wars!"
188,641497394962694000,neutral,UK release of Star Wars Episode VII: The Force Awakens to be a day earlier than expected (Dec 17)
189,641514458666418000,positive,"Now the UK release of Star Wars: The Force Awakened has been brought forward to our 10th wedding anniversary, my wife might take the hint?"
190,641537857363030000,positive,There is no perhaps when it comes to Star Wars! You MUST! May the power of the force compel you to do so!
191,641537975675961000,positive,Awaken the Force with these Star Wars themed gifts. Like them you may.
192,641571615956992000,positive,My morning alarm is the Imperial March from Star Wars.  The feelings of dread act just like coffee.
193,641575077713195000,positive,I want to have a Star Wars party for my 21st
194,641583723192959000,positive,the UK is getting Star Wars 1 day earlier! I might have to take the 17th of December off work
195,641601508723794000,neutral,The release date for Star Wars: The Force Awakens in the UK has been moved to a day earlier than originally advertised on December 17.
196,641608087124603000,positive,Daily Video: NYC Press Event with COVERGIRL and STAR WARS: May the force be with you. I a...
197,641614426752348000,positive,"it has Wednesday! Best week in a long time. Batman, Harley, Star Wars, Saga. Ant Man toys, TONS more. Love it!!"
198,641630842729681000,positive,Result in my 1st 2 packets of the Star Wars trading cards collection. The dream team in foils! #Han #Chewie
199,641631867461050000,negative,[someone] it gave the impression the whole thing is a beery deconstruction of Star Wars for adult edgelords. I may read it anyway
200,632621591004734000,positive,And the show goes on! Scorpions' Sting at 3 p.m. Come down; the sun is even peeking through.
201,633013702308921000,neutral,he is still wrong about Sting :)
202,633983362068284000,neutral,"Sting will interfere and cost Undertaker the match this sunday. Or, it is possible we could see the return of the masked Kane. #SummerSlam"
203,634188936420676000,neutral,Sting defeat the [someone] 9-4 ... On to fullarton tomorrow night to face the [someone]
204,634329596184302000,positive,Ich habe ein [someone]-Video positiv bewertet:
205,634359833655951000,positive,[someone] thanks brother I feel the same she is a fighter! She loves Sting so I am going to ask him to sign a card for her Saturday lol
206,634371514385625000,positive,"Preaching theme this Sunday: David &amp; Bathsheba -- with band doing cover of Sting's ""Every Breath you Take (I will be watching you)"" #yeahbaby"
207,634549048217850000,positive,"Retweet/Favorite if you want to see Masked Kane, Sting and The Rock return this Sunday at #SummerSlam! #WWEFamily"
208,635072444190065000,positive,"Sting's in Brooklyn. Sunday night, it is happening. it is HAPPENING! #SummerSlam"
209,635302554855830000,neutral,"[someone] Doubt it. Rumor has it Kane may attack Lesnae because Lesnar ""Put him out"" Sting shows up sets up Taker vs Sting Mania 32"
210,635419747664962000,positive,[150823 Moo Party] Mamamoo sang Sting with live piano 1st then back to MR. Pictures/fanarts/messages from MooMoos were shown on the screen.
211,635578493267505000,neutral,[someone] Interference seems a foregone conclusion to set up a 3rd match at WM...unless Sting shows up tonight and screws Taker.
212,635653323333444000,neutral,If Sting is on RAW tomorrow then there is no doubt he will confront The Undertaker to build towards a match at WrestleMania.
213,635654033106014000,positive,[someone] yea definitely but I just saw a report that Sting is coming to RAW tomorrow and Taker going be at raw could be interesting
214,635657174216274000,positive,Rumor has it that Sting will appear on #RAW tomorrow night.
215,635672621175149000,positive,[someone] Sting could always have another match before. I just read he is going to be on Raw tomorrow.
216,635679349497307000,positive,Sting will be on RAW tomorrow though so that should set up the taker/Sting match
217,635689839162172000,neutral,"PWInsider reports that several sources indicate Sting flew back to New York City tonight, which could mean he appears at RAW tomorrow night."
218,635901190228836000,neutral,"[someone] [someone] [someone] --instead responded to Sting's statement. ""Hai, Sting-san! May the guild with more--"
219,635916924011029000,neutral,"""Sting may be apppearing tonight"" how many times have we heard that in the last 2 months? I will believe it when I hear the crows.  #Raw"
220,635926759976870000,positive,[someone] If you want to do Rock vs Brock and Taker vs Sting at wm 32. Survivor Series on his 25th anniversary would be the place to end it
221,635932391429800000,positive,"Rumor Roundup (Aug. 24, 2015): Raw tonight, WrestleMania, Sting return, Divas Revolution, more!"
222,635952888557269000,positive,"Looking forward to Monday Night Raw, I have a feeling we will be seeing Ric Flair in the ring with Sting tonight! #WWERaw #WCW"
223,636013828250202000,positive,"And it all ends,  with Sting! Monday Night Raw, was absolutely, WAY more better, then Summerslam. #StingVsRollins  #RawBrooklyn"
224,636014034366661000,positive,"That was one of the best Monday Night Raw shows I have seen in a while, finishing off with Sting! Could we see #RollinsvsSting"
225,636014397698232000,positive,"Including his TNA title wins, Sting is a 14-time World Champion. Beating Seth would tie him with Cena for 2nd of all time. [someone] #raw"
226,636014918093931000,positive,great RAW tonight...1st the Dudley Boys and then to end with Sting!!!   #WWERaw #WWE
227,636015712608350000,neutral,[someone] if Sting is in a Rollins story line who is the next rumored 3rd man for Reigns/Ambrose?
228,636015735697871000,neutral,I gotta mute [someone]  on Monday's. Good to see Sting sucks it was in twitter. I guess back to San Andreas it is.
229,636016923394896000,positive,Sting winning at #NightOfChampions results in either Sting vs Taker at Mania or Sting vs Cena and I have got a bad feeling it is the 2nd option
230,636018634285036000,neutral,Sting wins title and vacates it the next night on Raw goes in to hall of fame in April....
231,636021350054822000,positive,"Sting is back, and the Dudleys return :D Quite an eventful Monday Night Raw on the whole. Lesnar-Dallas though X'D #RawBrooklyn"
232,636022266933977000,positive,"[someone] [someone] And it would work, Seth getting the rub and being Sting's 2nd ever opponent + a month long reign with both titles is BIG"
233,636025035518513000,positive,[someone] so tomorrow we should try &amp; plan a trip to see the next PPV as Sting might be world champ!!
234,636028340982428000,positive,I liked a [someone] video
235,636153239298306000,positive,I honestly think I am still Marking Out from last night's #RAW... 1st the Dudley Boyz...  Then Ric Flair... And then Sting!! :D #WWE
236,636153976761807000,positive,STING vs. Seth Rollins on September 20th for the World Title! Amazing!
237,636209869255635000,positive,"[someone] well, at least you can see Sting's 1st WWE title win for only 9.99"
238,636212744186954000,negative,"One issue I had with the Sting stuff, But it also supporting one of my theories during Mania..."
239,636223723545227000,neutral,"[someone] Did you notice how the upper corners of Sting's paint were gone b/c he was in there so long?  ""C'mon Seth, take it home."""
240,636249430342115000,neutral,[someone] we have already been getting Christmas stuff in at work so I assume we are just prepping for Black Friday even earlier and Sting is
241,636258863558169000,negative,"C'mon, Vince...we are not stupid.  We all know Sting's going to job to Rollins to make him look strong."
242,636295810599252000,positive,Loving the Sting stuff &amp; especially loving the way Triple sold it all... STING WAS IN THE BOX!
243,636326367093764000,positive,"The Sting stuff just being great &amp; loving how Triple H sold the ""big reveal""..."
244,636367558342406000,neutral,"[someone] Cena with that broken nose. And if Sting is in the title chase, Paul (HHH) may have killed that Cena-Rollins feud."
245,636484412654268000,positive,I am getting the gut feeling that Sting will win the WWE title belt(which'll drive the wrestling podcasters insane)
246,636522432979948000,positive,Rock out this Wednesday morning with this amazing song by Robert Downey Junior and Sting! The lyrics are...
247,636538301000888000,positive,News on the Sting angle from Monday's RAW #WWE #RAW #Sting 
248,636807398087234000,neutral,[someone] c'mon you would not mark out if Sting was champ? Granted I realize Rollins have not dropping the strap to him but for nostalgia?
249,636945559551648000,neutral,"[someone] Do you guys think ""The Icon"" Sting will ACTUALLY get his 1st victory in WWE? If so, when and where will he get it?! #WZDaily"
250,637471340929417000,neutral,Maybe if Sting had her on Monday his facepaint would have made it to 11pm
251,637477909293363000,neutral,"When it comes to weathered instruments, there has Brian May's guitar, Sting's bass, and Motorhead's Lemmy"
252,637626394864915000,positive,WWE just announced Sting will start off RAW this upcoming Monday
253,637626986979033000,positive,BREAKING: [someone] just announced that Sting will open Monday's edition of #RAWTampa at 8pm EST.
