tweet_id,sentiment,text
631223085476262000,negative,#teens [someone] 1st company failed miserably. When Gates &amp; [someone] tried to sell the product it wouldn't work #nevergiveup [someone]
631368262979297000,positive,#Vote for [someone] to become the 10th Global non profit partner of [someone] for us to #UpgradeYourWorld together. [someone]
631521079245308000,positive,Top 5 most searched for Back-to-School topics -- the list may surprise you
631543121407443000,negative,[someone] support for 365 has been terrible. On the phone for an hour then got dropped. So far not worth the headache. May ask for refund.
631696872323850000,positive,[someone] [someone] [someone] [someone] Cant wait to see you up here. I will be at the race on sun
631792365590696000,negative,Again-just like #Windows 8- [someone] makes 10 w/o the start menu their best customers want - 3rd party app needed
631842974268306000,positive,[someone] [someone] [someone] isntall the newest version and you may chance your mind!
631843393971204000,positive,[someone] We have an IOT workshop by [someone] at 11PM on the Friday - definitely worth going for inspiration! #HackThePlanet
631936716522279000,neutral,[someone] [someone] [someone] the option should be in Windows update. You've got a month. Clean install may be better...
632374683334259000,negative,"Hey [someone], I reserved my copy of [someone] 10 back in June, but i haven't been invited to download. Any updates on the timeline?"
632536348419691000,negative,"[someone] [someone] I'm still using Vista on one &amp; Win-7 on another, Vista is a dinosaur, unfortunately I may use a free 10 with limits"
632805868334154000,negative,[someone] Is it normal that it takes hours to check the email name for creating an microsoft account? 2nd try!
632810315227468000,neutral,[someone] [someone] [someone] [someone] That's confidential and privileged information sir. No matter how great the sex may or may not be.
632949742750687000,neutral,"[someone] #MBA #casestudy Namaste 2 #google and [someone]'s CEOs, but #Multiculturals mttr!May B the era of Bad Translations wd B Over?"
632983468188697000,negative,[someone] you may want to fix this...
633041928922133000,negative,After 75 minutes of being on hold with [someone] in India 1-800-936-5700 Adrian wants to transfer my call again (3rd time) #Windows10Fail
633119630417130000,negative,[someone] On hold with support for 52 minutes now. C'mon.
633500866096575000,negative,"Beyond frustrated with my #Xbox360 right now, and that as of June, [someone] doesn't support it. Gotta find someone else to fix the drive."
633594289029808000,negative,[someone] Heard you are a software company. Why then is most of your software so bad that it has to be replaced by 3rd party apps?
633628599271191000,positive,[someone] [someone] [someone] [someone] We already knew the media march in ideological lockstep but it is nice of him to show it.
633694793852408000,positive,"PAX Prime Thursday is overloaded for me with [someone] and Nintendo indie events going down. Also, cider!!! :p"
633757225945666000,positive,I traveled to Redmond today. I'm visiting with [someone] [someone] engineers tomorrow - at their invitation. Feeling excited.
634005885371712000,positive,Have you heard the news? Our next meetup is on September 10th with Ryan Berry of [someone]! RSVP now for free -&gt;
634036617632547000,negative,"[someone] [someone] Daily windows updates suck! W/ all the $$$ and drones U have working 4 U, maybe U guys could get it right the 1st time?"
634098901025485000,negative,"Call from John [someone] hello, i'd like to look at your computer, over the phone Me: ok, may I ask why your calling about my..(1/2)
634107085647511553	positive	We're excited to learn about #cloud #analytics from [someone] tomorrow! Join us"
621351167394730000,positive,Amazon Prime Day is here! More deals that Black Friday! Check it out.
621351900311478000,negative,Amazon Prime Day its better than black friday if you are into buying useless crap. This sale isn't worth having Prime at all.
621352732117504000,neutral,"Amazon Prime Day, but instead it's just Wednesday."
621354798126764000,negative,Is it me ... Or is the Amazon Prime Day ... Sucks . I have yet to find a great Better than Black Friday Deal! Damn I was excited too!
621355228009472000,positive,"WOOHOOO! They have released a list of the sneak peek deals for Amazon Prime Day tomorrow! Cheap Nikon Cameras,..."
621357165211742000,negative,"This Amazon Prime Day thing is just like Black Friday, if you ignore the part where Amazon didn't put anything you want to buy on sale."
621358259933463000,positive,It's #Wishlist Wednesday! Amazon Prime Day is in full force and CNET is keeping an updated list of the best deals.
621359167974961000,negative,"Is it just me, or is Amazon Prime Day less Black Friday and more your weird neighbor's garage sale?"
621360556868522000,positive,"Happy 20th Birthday Amazon! Amazon Prime day is bigger than black friday! Support QCHF, save money, and feel..."
621365073701810000,positive,Amazon Prime Day is today-more deals than Black Friday. Eligible #AmazonSmile purchases earns us 0.5% when you shop
621365125623190000,negative,Amazon Prime Day will be like Black Friday! I guess because I'm just as disappointed?
621366451421622000,neutral,24/7 Wall St- Was Amazon Prime Day a Dud?: Everybody was watching to gauge the impact of Wednesday's Amazon Pr...
621375187255083000,positive,"Today only is Amazon Prime Day, which offers more deals than Black Friday! If you plan to shop, don't forget to..."
621392677519540000,negative,"Amazon Prime Day disaster: 16 people who may never get over it: Amazon Prime Day, despi..."
621393831326577000,positive,Tomorrow is Amazon Prime Day. FREE 30-day trial to take advantage of all the sales tomorrow.
621397987722416000,positive,Amazon Prime day might be better than Black Friday for real
621399334806884000,negative,"Amazon Prime day is pretty much a bust at this point. Black Friday, its up to you to save us."
621403164856549000,negative,Amazon Prime day is black friday for people with a fixed address #PrimeDay
621407198153998000,positive,Check Out: Amazon Prime Day just outsold Black Friday
621410470252139000,positive,verge: Amazon Prime Day just outsold Black Friday
621411446958600000,neutral,Amazon Prime Day deals pose little Black Friday threat: A blue Selfie Stick Pro with 3-in-1 Bluetoo...
621411710520263000,positive,#TheVerge Amazon Prime Day is taking over Black Friday: Amazon has created its own holiday. The company just a...
621413610657444000,neutral,No deal on an exclusive outing with [someone] to Friday's Astros game?! What kind of Amazon Prime Day is this?!
621417205742219000,positive,Amazon Prime Day: The big offers as retailer launches day of deals bigger than Black Friday
621420485411082000,negative,"Amazon Prime Day: What all the fuss is about: Amazon's Prime Day promised massive deals rivaling Black Friday,..."
621422587382358000,negative,&gt;Gamergate is a hate group &gt;Amazon Prime Day is going to be bigger than Black Friday  What do these two things have in common....
621422611847881000,negative,"Amazon Prime Day is to Black Friday, as a root canal is to Christmas Day.   The hype didn't live up to the delivery."
621423173880316000,negative,Amazon Prime Day is a bust. This was going to replace Black Friday? Now I feel justified in sleeping through sales. #AmazonPrimeDay
621424730407588000,negative,Where I truly believe Amazon failed for their Amazon Prime Day sale.... The moment they claimed it'd have Bigger deals than Black Friday
621426617479336000,negative,I knew Amazon Prime Day was destined to fail when I saw it was held on the 15th. 15 is composite not prime... #PrimeDayFail
621432923137258000,negative,Amazon Prime Day beats Black Friday says retailer Amazon Prime Day may have been an excuse for the retail...
621435426197369000,negative,"Granted, I'm comparing it to giving birth to our 2nd kid, but I'll add my Well, that was anti-climactic to the pile re: Amazon Prime Day."
621435513069814000,negative,"Well Amazon Prime Day kind of sucked, didn't it? I was hoping for much more. Bigger than Black Friday, huh?"
621440496297202000,positive,"Amazon Prime Day is here! Members can get some amazing deals today, just like Black Friday! Please consider our..."
621441702021210000,positive,What have you scored today?   It's Amazon Prime Day ~ More Deals Than Black Friday! #HappyPrimeDay ----&gt;
621442454743569000,negative,So Amazon Prime day got rained out right? Cause there's no way those deals rival Black Friday deals. When's the rain date?
621443908090794000,positive,Amazon Prime Day: All you need to know about day with 'more deals than Black Friday'
621449015217910000,positive,If you are one of the many shoppers out there wanting to take advantage of Amazon Prime Day today July 15 -...
621463364758213000,negative,Was the Amazon Prime day a big hit? Well.. there's a #PrimeDayFail hashtag trending. at 5 our [someone] reports on what may have gone wrong
621468278909579000,negative,"Amazon Prime Day... tried to be Black Friday but realized it was, in fact, born white. #PrimeDayFail"
621472538737119000,negative,Amazon Prime Day is the equivalent of drinking alone at home on a Friday night.
621476594809320000,neutral,Did you know that 'Amazon Prime Day' was Trending Topic on Wednesday 15 for 3 hours in Glasgow?
621477327592124000,negative,"Amazon Prime Day is basically all the stuff that was left over on January 2, right? LAME."
621479832078058000,positive,"People may be complaining about Amazon Prime Day deals, but I got myself a lovely camera for my trip. So flippin' excited!!!"
621493751421239000,negative,YOUR TURN: Amazon Prime Day was supposed to put Black Friday Shopping in the dust.  But many say it's a garage...
621499189248307000,neutral,Only TWO spots remain in my July 26th camera workshop. There's just two hours left to get my Amazon Prime Day...
621499402474140000,negative,"We have finally discovered a day of the week worse than Monday: Amazon Prime Day. Seriously, Monday &gt; Prime Day. #PrimeDay #PrimeDayFail"
621500508738458000,negative,"Amazon Prime day is like going on the 3rd date with a gal, and when you finally get her panties off she got a dick!"
621511488642093000,neutral,"Jesus may have been born on Christmas and died on Easter, but he got the tableware for the Last Supper at 40% off on Amazon Prime Day."
621512105842344000,negative,If Amazon Prime Day is better than Black Friday then I'm going to sleep in!  Should have been called Amazon Garage Sale Day!
621513803532890000,negative,"After witnessing it, I now realize I've seen Amazon Prime day every Saturday for years....we call them garage sales"
621514097935299000,negative,[someone] Distressed over all the stuff they bought on the 15th--Amazon Prime Day.
621515755729896000,negative,"I knew Black Friday. Black Friday was a friend of mine. And you, Amazon Prime Day, are no Black Friday."
621519370921968000,negative,So it turns out Amazon Prime Day *did* turn out a lot like Black Friday--overhyped and not worth the time. #BitterOldManTweet
621522460807144000,negative,Amazon Prime Day? Amazon Scam Day is more like it. More deals than Black Friday my ass!
621539340498391000,neutral,Why was Amazon Prime Day on the 15th? That's not a prime number. Should have been the 17th #Math
621546116929208000,neutral,Amazon Prime Day is not the new Black Friday as British retailers have little appetite for mega sales... yet.
621554188288422000,positive,Self: Tis July 16 already. So proud of you for not falling for the Amazon Prime Day sale gimmick!   Other self: D'oh!
621569808144806000,neutral,Amazon Prime Day really was better than Black Friday; I could look at all the crap I didn't want from the comfort of my own home.
621671816461951000,positive,"Amazon Prime Day may be over, but you can still get a great deal on this FAA-Approved Airplane Seat Belt Extender"
621679613249348000,neutral,"It looked like eBay and a Garage sale had a baby an named it Amazon Prime Day, a glorified black fridaygarage/yard sale."
621743210059199000,positive,"Amazon Prime Day had 18% higher sales than Black Friday, you whiners!   See, little one, Black Friday has this thing called competition."
621756352264847000,positive,Amazon Prime Day:  34.4 million items ordered breaking all Black Friday records with 398 items ordered per second.
621761332489155000,positive,"[someone] Amazon Prime day was success in record sales. beating Black Friday, I got great deals on TV audio. so it's not just tupperware"
621797443647111000,neutral,'Amazon Prime Day' appeared on Wednesday 15 at the 19th place in the Top20 of Edinburgh's Trends:
621831001547928000,positive,Have you heard about Amazon Prime day? Don't miss it - July 15th! Yay! #ad #PrepForPrime [someone] #HappyPrimeDay 
621871025957896000,neutral,So the much mocked Amazon Prime Day? It outperformed the company's best Black Friday by 18%. Humanity in a nutshell. Look at the shiny.
621878763517706000,neutral,Breaking nose: Amazon prime day is rescheduled to the 50th of winter solstice to return on black friday. #goodnews #amazonprimeday
621949181981291000,positive,"Amazon Prime Day broke sales records exceeding Black Friday 2014 sales, which had been the biggest Black Friday to date says Amazon."
622005331409777000,positive,Amazon Prime Day sales up 18 per cent on Black Friday: Amazon has detailed its plans to make Prime Day an annu...
622029088044261000,negative,It didn't live up to the Black Friday hype IMO --&gt; Amazon Prime Day leads to sales surge and consumer complaints
622037047637877000,neutral,Amazon Claims Prime Day As Big As Black Friday: Amazon Prime Day netted the e-commerce...
622037246120694000,neutral,"See what's going on in the world of ecommerce including Amazon Prime Day, eBay Q2 results and Apple Pay news"
622042211618812000,positive,Despite all the funny posts about lack of discounts...Amazon Prime Day sales beat Black Friday
622054383514178000,positive,Amazon Prime Day beats Black Friday sales: we're at the edge of the mobile shopping era
622089230450328000,neutral,Amazon Prime Day: Worst Sale Ever or Huge Success? - It was dubbed the next best thing to Black Friday. It caused ...
622105547253391000,positive,Amazon Prime Day Tops Biggest Black Friday for the Company: Amazon's first Prime Da..
622155927098147000,positive,I wonder how many of the purchases fell into the impulse bracket? #PrimeDay Amazon Prime Day beats Black Friday sales
622208991960126000,neutral,Wife: Amazon Prime day beat Black Friday.  Me: That's so racist Wife ...
622275716567167000,neutral,Amazon Prime Day: Thirteen Days in September: The Dramatic Story of the Struggle for Peace: 
622592242667156000,positive,"Saturday night, so you know what that means! I'm gonna try out my nose hair trimmer I got on Amazon Prime Day. God bless you everyone"
623062168980845000,neutral,Is Amazon Prime Day really the new Black Friday? Our Insight team take a look:
623215014808195000,neutral,Search around Black Friday much higher compared with Amazon Prime day
623289728708792000,negative,"[someone] Ordered PC parts on Amazon Prime Day, one day shipping, haven't received my item yet. It is now Monday. Very dissatisfied."
623618780099412000,neutral,"AND that's also pretty much the deal I missed out on during the Amazon Prime day sale. ....ah, I get paid friday. What the heck!"
625766422086488000,positive,Hao and I use it for all the discounts. Especially on Amazon Prime day which is their Black Friday. Shipping is nice
629426436663718000,neutral,"Marketing &amp; Sales, 3 marketing lessons from Amazon Prime Day: Even though the social media world may h..."
620679423323447000,neutral,"By Suzanne Moore, Monday 13 July 2015 The Guardian This time, it's not me who says that! //RO Angela Merkel and..."
620821002390340000,negative,Does [someone] still believe that Ms. Angela Merkel is the real leader of the free world? 
620838510191362000,positive,"Varoufakis may have some expertise in game theory, but Angela Merkel is the Grand Master of the game "
620951420787929000,neutral,"Alexis Tsipras to Angela Merkel - early Monday morning - takes his jacket off and giving it to Merkel, saying: Do you want this too?"
620979391984566000,negative,"On another note, it seems Greek PM Tsipras married Angela Merkel to Francois Hollande on Sunday #happilyeverafter"
621090050848199000,negative,"By Michael Nienaber BERLIN, July 10 (Reuters) - The parties in Angela Merkel's coalition government sent conflicting signals on the latest"
621090343740555000,neutral,Angela Merkel: 'Deny Marriage To Gay Couples': Angela Merkel revealed on Tuesday that while she thinks s...
621516071682593000,neutral,When you spend the day being Angela Merkel to 9th graders and then leave your bag in an uber. #Cant
621624979201913000,neutral,"[someone] Nicola S, Theresa May, Liz Kendall &amp; Angela Merkel. But I'm wrong about the last one, right? I just see her everywhere ATM."
621675525107544000,neutral,Young Palestinian asylum seeker breaks down when Angela Merkel explains to her why she can't stay in Germany
621675777654936000,negative,Moving video illustrates Europe's refugee problem: Angela Merkel tells sobbing asylum seeker why she can't stay 
621683248851235000,negative,"Angela Merkel, explaining to a crying child that Germany might just deport her."
621700396478804000,neutral,Perhaps Prime Minister's Questions would be better if policy victims asked the questions. See this with Angela Merkel
621701322815996000,negative,"wow, angela merkel tells sobbing asylum seeker why she cannot stay in germany (VIDEO):"
621701633735586000,negative,This has just brought a tear to my eye: Angela Merkel tells sobbing asylum seeker why she cannot stay in Germany
621715379279241000,neutral,Politics in hard some times Angela Merkel's response to a Palestinian girl in tears about her eminent deportation
621726465067848000,negative,Angela Merkel tells sobbing teenage refugee slated for deportation that Germany just can't manage to help everyone
621766793980351000,neutral,"may not agree with Angela Merkel on a lot, the fact that the UK refuses to accept a fair share of EU refugees is conveniently missing from.."
621831138298872000,positive,"The best politicians tell people the truth, not what people want to hear.  Angela Merkel is awesome! "
621931197531206000,negative,Angela Merkel and a Palestinian asylum seeker:
621934143451058000,positive,"Her reaction may have been a nur awkward. But at least, Angela Merkel was honest telling the girl just how it is. #merkelstreichelt"
622235808339092000,positive,Angela Merkel is a true leader . She has to tell a 14yr girl she cant have everyone stay in Germany
622252867907387000,positive,This is some background on Angela Merkel &amp; the Palestinian girl you may have heard about. 
622272830806315000,neutral,"You may blame Angela Merkel for her response, but if you are a history student, you will remember that the Islamic..."
622314582909026000,positive,Great news indeed for #Reem the teen who talked to Angela Merkel #German can do it very well too!
622457199399318000,neutral,Contrasts 20th-21st cent. Angela Merkel understands Quantum Physics. Does she have political depth for long term German survival?
622608485704958000,negative,[someone] What the world needs is for Angela Merkel to kick him in the nuts the 1st time Trump calls anyone around the G8 table a loser.
622898205873734000,negative,I don't agree with Germany bailing out Greece for the 3rd time.Angela Merkel is retarded and this New World Order is a senseless stupid idea
623385539547247000,neutral,Had a dream about meeting Angela Merkel and discussing the Greece Crisis and how she may not win the next election if debt had to be w/off
623590958102393000,negative,I'm sure they are changing the species. Look at the Obamas and Angela Merkel. Planet of the Apes...here we come. 
623783103840981000,neutral,"'Angela Merkel' stars in lesbian magazine ad: Wednesday sees the launch of new magazine Straight, aimed at g..."
624467897608331000,neutral,"Grexit struggle tests Germany's power duo: On July 17th, her 61st birthday, Angela Merkel stepped to the pod..."
624506164496216000,neutral,"Slavoj Zizek: How Alexis Tsipras and Syriza Outmaneuvered Angela Merkel and the Eurocrats (In These Times, Jul 23)"
624931763932918000,neutral,Angela Merkel Tops Guest List at Legendary Bayreuth Festival: German Chancellor Angela Merkel topped the guest list Saturday of the g...
625233600762544000,neutral,"The New Statesman's cover reads 'The Motherhood Trap', with an illustration of Sturgeon (pictured), Angela Merkel, Theresa May and Liz"
625623391731515000,neutral,LOL at Mar doing the Angela Merkel hand rest gesture. #SONA  #SONA2015
626078949630722000,neutral,"MOSCOW, May 6 (Reuters) - Russian President Vladimir Putin and German Chancellor Angela Merkel will discuss the crisis in Ukraine at talks"
626907748148511000,neutral,If Angela Merkel fainted at Bayreuth Tristan it may be the only thing she has in common with Emmanuel Chabrier
627021802221511000,neutral,Would British politicians go to the opera? Angela Merkel flies the flag for German arts.
627474993308410000,neutral,"After that idiot, I'm definitely cheering on the Germans today. Starting a There's only one Angela Merkel chant 2nd half."
627485684471890000,neutral,Merkel the Great: Angela Merkel set to run for 4th term according to reports
627500184965149000,neutral,Angela Merkel plans to run for a 4th term in 2017
627578739191366000,neutral,"Apparently, Angela Merkel will step down as German Chancellor tomorrow to pave Way for the first non-German Chancellor, Lord Bendtner."
627604291289772000,negative,"Angela Merkel to run for 4th term....if this happens in Africa, UN, US, G7 etc will be planning to invade the country...hypocrites #africa"
627789743263105000,neutral,Aktuell: Reports: Angela Merkel set for 4th term: There are no term limits in Germany and the last CDU chancel...
628474910436926000,neutral,Angela Merkel is expected to go see Tristan &amp; Isolde at Bayreuth. I want her job
628869004535448000,neutral,"#Germany's leader Angela Merkel [someone]  to run for 4th term, she is in talks about her election campaign according to #DerSpiegel"
629433984297108000,neutral,"[someone] #Greta FIORINA, HANDS DOWN. But, can she show she can lead the Miltary? She may be the next Angela Merkel [someone]"
629991453154898000,negative,"[someone]  Not to worry, Trump won't remember it tomorrow. But think about the ramifications of using this kind of language about Angela Merkel."
631379711441154000,neutral,Angela Merkel at the 3rd National Electric Mobility Conference in Berlin
632557717895443000,negative,"[someone] And what did Angela Merkel say? She's going for a 4th term. Germany is going to the dogs, right?"
633183008930009000,negative,Migration the real European crisis - Angela Merkel
633345798109991000,positive,"Carly Fiorina may very well be the smartest woman in the world. Next to Angela Merkel, that is."
633921953297007000,neutral,Had a dream that Angela Merkel was trying to get me to snort coke with her at a music festival. Happy Wednesday everybody
633931987355574000,negative,Angela Merkel  after 10yrs in power she is seeking a 4th term.Let just imagine she was an African leader..
634005145563570000,negative,[someone] [someone] I see it like this: Angela Merkel: German multiculturalism has 'utterly failed'
634098002328744000,negative,But I thought Angela Merkel was the most evil woman in Europe? 
634494690327458000,neutral,Angela Merkel Urges Brazil to Protect Amazon Rainforest: Brazil and Germany threw their weight Thursday behind the push for a global ...
635014939581784000,neutral,'Angela Merkel is right: the migration crisis will define this decade'.
635538106150715000,neutral,Angela Merkel and French President Francois Hollande will meet on Monday in Berlin to discuss the current migranT crisis solution to it
635676950095364000,negative,"Angela Merkel may need as many refugees due to long penises from Africa to record movies, etc ...These cultures do not belong in the EU."
636073956378812000,neutral,On the BIG phone in today - Do you agree with Angela Merkel that the UK should take in more migrants?
636606931503858000,neutral,Germany Can Lead the Immigration Debate - Chancellor Angela Merkel said Tuesday that the migration crisis...
636664402901537000,positive,[someone] [someone] When I read about Angela merkel's comments I thought .sure I wont mind if she becomes 1st president of europe
637179517832983000,negative,"Illogical things are not Democracy. After Deutschen Nazis accussing Angela Merkel in betrayal, she may crack them by Police to be clear"
637229009844216000,positive,Angela Merkel: strong link between the euro and peace
637477283620631000,neutral,"WASHINGTON, Aug 26 (Reuters) - President Barack Obama in a phone call with German Chancellor Angela Merkel on Wednesday voiced"
637726203932115000,neutral,Angela Merkel and Francois Hollande consider the conduct of the elections in DNR and LNR threat Minsk agreements 
637791558188835000,neutral,[someone] Tat may be the president of Azerbaijan. I don't even think this is current. That's a very youngish Angela Merkel behind Abe
638114909839041000,positive,I may not agree with her stance on Greek Debt Crisis but Angela Merkel's stand &amp; leadership against xenophobia is admirable!
638129191817380000,positive,"'They are fellow human beings' Angela Merkel on the refugee crisis. At last, a leader who is also a human being;"
638272681180312000,neutral,Angela Merkel's Humane Stance on Immigration:
638361274527515000,neutral,Angela Merkel says pleased about France calling for talks on euro zone reforms: Merkel said on Monday ...
638473276491063000,neutral,"EU may bring back border controls, Angela Merkel suggests: The German Chancellor says for the..."
638643398090621000,negative,"Angela Merkel told UK to take more of her 800,000 immigrants.That was April.Now she's putting in border controls"
638663906509091000,neutral,There can be no tolerance of those who question the dignity of other people. - Angela Merkel stood up to be counted
638699838863995000,neutral,[someone]   Daily Telegraph reports Angela Merkel has said the EU may be forced to bring back passport controls in the wake of the migration
638768809986228000,neutral,"EU may bring back border controls, Angela Merkel suggests"
638769260257481000,neutral,"Theresa May calls for a return to the original principle of EU free movement, Angela Merkel calls  -"
638971504277983000,neutral,"There's no love lost btw them but Angela Merkel will present the biography of her predecessor Gerhard Schroeder on Sept 22, [someone] reports"
639033824102478000,neutral,"Closing the stable door etc - EU may bring back border controls, Angela Merkel suggests | via [someone]"
639036500299117000,positive,"Join us in prayer for Syrian refugees in Hungary Budapest,may our.Father bless Mrs Angela Merkel.Thank you Mrs Merkel"
639138413048910000,neutral,Chancellor Angela Merkel said Catalonia may have to reapply for EU membership if it seceded from Spain. #snp
639211402247455000,negative,May be get [someone] to do us all a favour and sink the thing with a gunboat (Leave Angela Merkel)
639292679524872000,negative,Angela Merkel's jackets: many colours but just one look
639410002260791000,positive,Apparently Germany leads the way. Well done Angela Merkel. 
639448563852800000,neutral,Did you know that 'Angela Merkel' was Trending Topic on Wednesday 2 for 6 hours in Sweden?
639555024423649000,positive,God bless Angela Merkel and the people of Germany . . . Leading the way. May the UK government follow their example
640139548404662000,neutral,"More than 10,000 refugees are expected to make their way to Germany by Saturday. Angela Merkel setting an example #migrantcrisis"
640273126962668000,negative,[someone] [someone] why nobody have ever said it about any country outside Africa? : why Angela Merkel ran again for a 3rd term?
640295436310463000,neutral,Chancellor Angela Merkel leading the #exodus march to Germany 
640458572422378000,positive,Angela Merkel: Europe as a whole must help with refugees - video  (via [someone] #World #News)
640481730126811000,neutral,40% of Syrians are graduates.  Perhaps Angela Merkel's decision is not just humanitarian. 
640491528826196000,neutral,"Chancellor Angela Merkel planned to discuss Europe's migrant crisis with her coalition partners Sunday, as..."
640681655271846000,negative,dear German citizens any concerns or criticisms you may have over my actions mean you are xenophobic and racist. i win love Angela Merkel
640719732157624000,neutral,"ANGELA MERKEL may be the most powerful politician in Europe, but she has rarely shown much inclination for bold..."
640810887012422000,positive,Obama was given the Nobel Prize on entry into the White House;Angela Merkel may well get at the exit point- for service to 'refugees'.PEACE
640890222230798000,positive,I really want to thank Angela Merkel for letting all those refugees in. She shows what humanity is about. May God bless her #refugeeswelcome
641000154636624000,negative,Angela Merkel says border controls may have to be restored It's a pity she didn't  listen before it was too late.
641143732897628000,negative,[someone] [someone] they are ORGANISING this invasion with the help of 5th columnista Angela  MERKEL who is selling out Germany
641575778304557000,neutral,[someone] I only changed to Apple iPhone 6 in June and I don't believe the cellular is as good as android phones imo
641576280517947000,neutral,you can live stream today's Apple event here at 10 PDT :
641578941031912000,neutral,Tech Tuesday: Apple launches new iPhone with 'Force Touch'
641581553131356000,neutral,They may have redesigned the Apple site but they kept the Taking the store down for an event bit -
641582970483147000,positive,Good morning! 2nd day of my two day work week and then more travel tomorrow! And it's Apple event day! Yay!
641585510482227000,neutral,"Rumors suggest no Apple event this October. So you mean all the iPads are on it's way today? Come on, now that's so much of writings."
641586058388345000,negative,"I should remember that I may not care what Apple is announcing,but I do care about massive #sf disruptions like Apple @ Bill Graham. #fb"
641588789362582000,neutral,"The Apple launch event will be going live by sharp 8:00 PM in Saudi Arabia, on this day, that's Wednesday."
641590114469200000,neutral,[someone] [someone] Apple isn't done creating the iPhone 6s.. They do that Tuesday. I'm sure they have priorities.
641594046968918000,positive,Realising that its 9th sept today &amp; Apple will be announcing the new iphone at #AppleEvent today made my day!! #CantWait #Excited
641594551224934000,positive,Know what is event more exciting than the Apple event today? Bit Fest Thursday &amp; Friday?
641595682948842000,positive,"PSA:  Apple event starts in 10 minutes, a worthy distraction for ignoring whatever class you may be in."
641596405027611000,neutral,I really hope Apple weighs a cup of nuts on the iPhone 6S (9th Generation iPhone)
641597582880301000,positive,"In an unprecedented move, Apple is supporting streaming of today's event on a PC with Microsoft Edge on Windows 10"
641599006963929000,neutral,T-4 hours. If you don't want to be inundated with Apple tweets... I'd unfollow me until tomorrow morning...
641600056404132000,neutral,Wednesday Apple reveals their new products...so u should set up an appt w/ your financial planner around the same time
641600749684793000,neutral,What to expect besides the new iPhone 6S at Apple's September 9th press event
641601014861288000,neutral,Watch Apple's September 9 iPhone and more launch on [someone]:
641601416604328000,neutral,What to expect from Apple in about 3 hours and 45 minutes
641602240214602000,neutral,"7,000 seats for an Apple product announcement? iPhone is just upgrade. Apple/Siri TV may be big. I wonder who's playing? TayTay? Billy J.?"
641602373131989000,positive,"How the new Apple TV may change the way we watch television: Believe it or not, but the star of Apple's big me..."
641602616502260000,neutral,[someone] We are hoping for the September 17th. Just waiting for approval from Apple.
641602953275703000,neutral,Could we find out today just why Apple spent $3b for Dr. Dre's Beats? Inquiring minds want to know.
641605732778025000,neutral,"My predictions for the Apple event: Apple have bought Tesla, Uber and Google cars, as of tomorrow car ownership is now a thing of the past."
641608077423329000,positive,Here you go [someone]: What to expect from Apple's BIG event
641609620688097000,positive,"Interesting, the Apple event stream now allows you to watch from the Microsoft Edge browser on Windows 10"
641612792210944000,neutral,iPhone 6s Launch: More Details Leak Ahead of Apple's September 9 Event: iPhone 6s launch on Wednesday is just ...
641613178237948000,neutral,"Apple's new announcements come Wednesday: Also likely - a new version of Apple TV, with a redesigned set-top b..."
641615417379697000,neutral,You can watch the LIVE #apple special event.  Join Apple here on September 9 at 10 a.m. PDT.  #iphone #ipad  
641620321544508000,positive,Excited to hear about the new tech today from Apple !!
641621561833751000,neutral,Anyone interested to find out about the new iPhone - livestream from 5pm UK time on any Apple device
